post|label
Aplaudo a este juez de Sevilla , los catalanes decentes estamos con él .|0
@MenosLamentoyMasAccion #205 Cerrar @ Nachoruiz # 192 así es, insulta a menudo, falta al respeto etc etc .. además es muy franquista, si allí se quedó. #131 Cerrar Los 4 periodistas han reconocido que no tenían el email antes que García Ortiz, pero dicen que conocían la información, bueno ¿y qué?, como si conocen la lista de los reyes godos, ¿lo publicaron?. Ya dijo el juez que poco habían aportado y tiene más razón que un santo, ¿qué tiene que ver éso con la revelación de secretos y su publicación que hizo el corrupto Fiscal General de Sánchez?. Si lo hubieran publicado sería otra cosa, así solo es un intento burdo de defender a su corrupto Fiscal General. .|0
Sánchez hace muchas cosas históricas, pero ninguna buena, NI UNA. Ya tendría que estar en casa como mínimo, igual que Ortiz, si tuvieran un poco de vergüenza.|0
@Hispano1059 #422 Cerrar Este pájaro y el novio de la reina de Madrid, los dos caminito de Belén, uno por mafioso y el otro por chorizo, compartiendo celda en Alcala- Meco, conociéndose y al final haciéndose amigos. NO LO VEREMOS, ambos se irán de rositas... Pues tiene usted razón, no habría mejor pena para ambos que tuvieran que cumplir en la misma celda.|0
@Segistobre #66 Cerrar La misma noticia en otro medio: Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 36 horas antes que el fiscal general La informadores consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto Menuda película han montado los fontaneros de moncloa con la volaboración de dus amigis de El País... ¿En qué parte del relato explican por qué Lobato era reticente a airear la noticia y hacia tantas preguntas sobre el origen de la filtración? ¿Por qué pensaba que era algo ilegal? ¿Por qué el fiscal general hizo desaparecer las pruebas? ¿Por qué desde el primer momento se está obstaculizando el trabajo de la guardia civil y la investigación? Que Sánchez nos tome por tontos, no quiere decir que lo seamos.|0
Ella solo aporta su granito de arena para dignificar a la democracia ... digamos que igual estaba pensando en un granito de cianuro en el cafe del guardia civil Balas|0
@ADELE_ #415 Cerrar @ AdPS # 384 ¿En serio? Pues qué mal, ya sabe que para mí la opinión de un franquista humillado en las urnas es fundamental. ¿Y quién se supone que señalas de franquista, a mi? jajajajajajajajaja En esta casi casi recuperas tu magia|0
@Pratchett #376 Cerrar @ ADELE_ # 353 La muleta verde de Pedro cada vez tapa menos...eso tampoco te gusta eh? Ayer no comentó usted nada cuando procesaron al novio de Ayuso. ¿No le parece que robó rico rico y con fundamento?|0
@ADELE_ #497 Cerrar @ Lord_Emsworth # 483 ¿Los patriotillas que leen El Mundo? Están que echan chispas, señor. Y llevan así desde 2019. Pues no te digo como están los zurdos madrileños que llevan treinta años sin tocar pelo. Y con Oscar López de candidato otros cuatro más están más que asegurados. Aunque parezca imposible Oscar tiene aún menos talla política que Pepu Hernández el elegido de Sánchez que pasó de estrella a estrellado.|1
Es irrelevante q efectos de la comisión del delito por el sicario de Sánchez lo que puedan decir estos personajes periodistas de medio pelo. Han conformado artificialmente una prueba que no vale para nada. Álvaro filtró el mail an Oscar López y su camarilla por lo que será juzgado y condenado. Y lo va a delatar su querida Fiscal para salvar del marrón (condena).|1
No contentos con el escándalo de corrupción más grande de toda la UE, los EREs de Andalucía, y sabiéndo que el Tribunal Constitucional les va a indultar han seguido robando y robando, malversando y malversando. Es el social comunisno de Perico el de los Palotes, el tonto del pueblo que sin ganar unas elecciones está ahí, colocando a la familia y los amiguetes en los puestos de mayor responsabilidad de las empresas y organismos públicos, y montando y montando en el falcon ecológico, a 15.000€ la hora que pagamos todos, como todo lo demás. Te puedes cachondear de mucha gente mucho tiempo, pero eso, también se acaba, Sánchez.|1
Mi hija con un 8,9 en bachillerato, no ha podido entrar en Medicina en la universidad pública. Es una elección muy vocacional y estoy convencido de que será una magnífica doctora. No nos ha quedado más remedio que ir a la privada y tener que pagar un dineral para que pueda cumplir su sueño. Mi hija tiene la fortuna de tener unos padres que, con mucho esfuerzo van a tratar de pagar lo que nos cuesta la carrera. A mí lo que me preocupa son los cientos de chicos como mi hija que, matándose a estudiar, sus padres no les van a poder pagar los estudios. Menos demonizar las privadas (demagogia del gobierno en estado puro) y más buscar soluciones|0
@Juanfelipe #153 Cerrar @ Lucas_Quete_Polar # 132 Dime que dijo la UCO en el caso de la mujer de Sánchez que lleva el juez Peinado. Parece que te refieres a eso. A ver Al principio. Cuando miró por encimita. Pero ahora hay un camión de m y todo apunta a que se va a volcar encima de la cabeza de Sánchez.|0
@ElVentorro #110 Cerrar Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 31 horas antes que el fiscal general La informadores consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto . Parece que la que va ir palante es la fiscal de Madrid que acusó al FG lea. Hablan del correo que reconocen no habían visto. Para publicar un email no hace falta contrastar nada. Por eso llamaban a todo el mundo.|0
Drástico sería cancelar esta telebasura. Lo que han hecho es intentar minimizar el impacto en programas que funcionaban. Basura de TVE gracias al sanchismo|0
@Fijoqueno #143 Cerrar @ qbm # 131 acertado de pleno . No se si es que por ese mismo detalle que la gente no quiere verlo así, y al contrario ,lo que hace es dejarse llevar por el que dirán ,por las apariencias . En Reino Unido juegan entre ellos ,cierto ? . El deporte une ,y no al revés. Su comentario no esque revele la realidad siendo clasificador , es el miedo y rencor lo que no deja ver a los demás ese detalle . Un saludo y suerte ! no comparemos la España de las autonomías con el Reino Unido, nada que ver. Hace quinientos años ya que cuatro reinos se integraron en uno solo, incluyendoal de Navarra, y ahora llegan los listos y otra vez a las andadas.|0
PAAAAAAAALANTE Ponedlo un poco más pequeñito, que aún se ve al entrar a la web|0
@Azm #86 Cerrar Pues yo soy mecánico de coches y no se encuentra relevo en un país con 23 millones de vehículos y mira que ganó pasta ,a ve si va ser que no se quiere manchar nadie en nada....... la gente que hace automoción en FP, la I y la II, la hace con la intención de trabajar en Citroen, Renault o Ford, o montando camiones para IVECO. Empresas grandes, buenos convenios, etc. No quieren tener que devolver en metálico parte del SMI que un explotador con un taller pequeño les exige por wasap para conservar su trabajo, como hemos visto ya en varios juicios. Puedes culparles si quieres, a los que aspiran a ser correctamente tratados y remunerados y a quienes lo hacen. A todos nos gusta regodearnos en fantasías y hacernos la víctima.|0
No ha habido comentarios en los medios (es curioso, cuando lo comentan todo) sobre la contratación por la Comunidad de Madrid de Ayuso de uno que fue Capitán de la UCO|0
Venga Aldama, a por ellos. Es la única forma de salvarte y salvar éste país.|0
Hace unas semanas el líder de Manos Limpias adelantó lo que iba a hacer este juez. No es arriesgado pensar que el juez Hurtado tenía la decisión tomada antes de empezar a investigar y la falta de pruebas no le ha supuesto un problema para seguir adelante.|0
@Juanfelipe #21 Cerrar Si al final hay condena no cabe otra que la dimisión. SI condenaran a la mujer de Sánchez, aunque este no supiera lo que hacía su mujer con la cátedra, la derecha exigirá desde el primer minuto su dimisión. Pues ecactamente igual Sí cabe otra, separarse de esa persona. Y aunque la derecha pidiera eso, seguiría estando mal pedido: si de verdad Sánchez o Ayuso han sido engañados por sus parejas corruptas y no han formado parte del delito para nada, no tienen por qué dimitir.|0
vaya vaya, otra filtración de una conversación privada...que raro, entonces, que alguien que no sea votante de las ultraderechas corruptas ppvx se cabree de por qué todas las supuestas investigaciones de los jueces untados y de la uco se filtren inmediatamente a la prensa, quizás porque tenemos una judicatura y policía patriótica que trabaja para que el ppvx nos vuelva a desgobernar y a esquilmar, la guardia civil no tiene arreglo, son golpistas y traidores y sobre todo por la pasta|1
@Payasos #31 Cerrar ¿Y este delicuente que hacía hace unas semanas en de vacaciones en Ibiza gastando una media de 3000 euros/día.? ¿buscando el indulto mediante un cambio de gobierno? si tiene dinero,a ti que te importa donde lo gaste,cuando tenga que rendir cuentas con la Justicia,lo hará¿No veo que te quejes cuando el galgo de Paiporta se va a la Mareta con toda la familia ,pagando los españoles¿.|0
@LaAmenazadeLosgolpistas #239 Cerrar Una accion más de la caceria nauseabunda de los jueces del fango contra el gobierno democrático de España. Un grupo de jueces ha puesto en práctica lo que les ordenó Aznar: El que pueda prevaricar que prevarique. El inquisidor Hurtado intenta consumar su felonia judicial contra García Ortiz Si piensas que solo hay democracia cuando gobiernan los tuyos ... pero así no pensamos los demócratas, así solo pensáis los dictadores.|1
@dosca128 #11 Cerrar No faltan plazas, lo que ocurre es que sobran estudiantes. Hay grandes oportunidades en la FP . Los profesionales son ya escasos y cualquiera que esté medianamente preparado y tenga interés triunfará. Ese es el problema, las universidades pública se han creado en base al deseo de la gente no de las necesidades del país. Como usted dice faltan profesionales y otros no trabajan la carrera que han estudiado.|0
Por que tiene que jugar la elección española contra ese equipo comarcal que además está pagado con nuestros impuestos???|0
@I_am_an_Avatar #52 Cerrar Tenían que lanzar ya el proceso para con la noticia tapar las vergüenzas que están saltando de Sanchez. La otra opción podría ser que Ayuso no tuviera como pareja a un delincuente confesó, pero no, esa no. Ayuso puede y debe rodearse de delincuentes, pero si los juzgan ha tenido que ser culpa del gobierno.|0
Yo creo que sí no existiera este caso el Sr. Feijoo ya no sería el presidente del Partido Popular.|0
@PTdP #72 Cerrar Felipe es un político que vivió la transición y sabe de los grandes problemas que hubo para superar tanto odio y crispación. Ahora Sánchez parece haberse tomado la pastilla azul y se ha olvidado de todo, saca a la superficie a los muertos, los rencores, los insultos, polariza la sociedad, da lecciones morales que para él no aplica, está rodeado de corrupción y de palmeros que le ríen todas las burradas y ha conseguido que la democracia en España tenga una calidad penosa, con una separación de poderes en entredicho, con socios que hace dos días pegaban tiros en la nuca y desde luego con los más desleales con España porque les interesa una España débil a la que estrujar. Cuánto se echan de menos a esta clase de políticos, independientemente de la forma de pensar o el hecho de indentificarse más con unos u otros. Pero mucha culpa de esto la tienen los ciudadanos, incapaces de cambiar el sentido del voto y tragar con todo No te equivoques....el presente es consecuencia del pasado y la base para el futuro.|0
@largo #210 Cerrar @ Stopfascismo # 208 SABES LA DIFERENCIA ENTRE EL LA CORRUPCIÓN DEL PP Y LA DEL PSOE...QUE EN EL PP DICES NOMBRES...EN EL PSOE SON TODOS. ES UNA MAFIA NO UN PARTIDO POLÍTICO. UNA MAFIA No, señor. La diferencia es que la corrupción del PSOE se expone y la del PP se barre bajo la alfombra. Y además la del PP está almendrada.|0
Menuda PÁJARA|1
@puned #74 Cerrar Puede ser que P. Sanchez se redima de todo el daño causado a España y los españoles logrando posicionar a España como neutral o no beligerante en el gran conflicto que se avecina, aunque sea por casualidad y como efecto secundario de su narcisismo y apego al poder. Sánchez ha sido el gran equilibrista capaz de no enfandar demasiado a ninguna de las partes de las que depende su poder, en algun momento tendrá que elegir entre mantenerse en el poder o hacer lo que la OTAN y otros poder internacionales le piden. Esta sociedad española aburguesada, desapegada, desconfiada y desengañada de sus políticos no aceptará mandar a sus hijos a morir a una guerra. Ya, pero si alguno se mete hasta tu cocina, supongo que te quedarás parado y le abrirás la puerta para que no se manche las manos al abrirla, ¿no?|0
Felipe es un político que vivió la transición y sabe de los grandes problemas que hubo para superar tanto odio y crispación. Ahora Sánchez parece haberse tomado la pastilla azul y se ha olvidado de todo, saca a la superficie a los muertos, los rencores, los insultos, polariza la sociedad, da lecciones morales que para él no aplica, está rodeado de corrupción y de palmeros que le ríen todas las burradas y ha conseguido que la democracia en España tenga una calidad penosa, con una separación de poderes en entredicho, con socios que hace dos días pegaban tiros en la nuca y desde luego con los más desleales con España porque les interesa una España débil a la que estrujar. Cuánto se echan de menos a esta clase de políticos, independientemente de la forma de pensar o el hecho de indentificarse más con unos u otros. Pero mucha culpa de esto la tienen los ciudadanos, incapaces de cambiar el sentido del voto y tragar con todo|0
@andoni1988 #305 Cerrar si la UCO se dedica a invesitgar enchufados que vaya a galicia y moriran todos los que trabajen en la UCO de viejos y seguiran encontrando enchuifados de el PP Se nota que no eres rojo, porque no mientes...jijijijijijiji ..|0
ESte juez en cualquier momento le ponen una bomba lapa, y ya sabemos quien|0
La verdad que cara de muy inteligente no tiene, pero para ser fontanera del PSOE de Sanchez les vale cualquiera, con el primer resquito les vasta ser corrupta en potencia y arrastrarse lo que haga falta . Valla joya de Museo de Cera para enmarcarla para la posteridad.|0
Esto es gravísimo..y hablan de degradación en el gobierno de España?? Casado intento limpiar el PP y lo limpiaron a él...si está misma tarde no dimite Ayuso y Mazon, el PP no tendrá argumentos para criticar al PSOE|0
@Quetevotetxapapote #151 Cerrar Al igual que no existe una selección absoluta del Reino Unido oficialmente reconocida, puesto que sus cuatro países constitutivos cuentan con federaciones y selecciones propias (Escocia, Gales, Inglaterra e Irlanda del Norte), que compiten por separado en los campeonatos internacionales organizados por la FIFA y la UEFA, a mi me parecería bien que en el Reino de España también existieran las cuatro selecciones de las Nacionalidades Históricas. Eso de las nacionalidades históricas es una patochada, porque esas regiones nunca han sido una nación ni una nacionalidad. No pues comparar el caso con el del Reino Unido, porque Escocia SÍ es una Nación, pero Cataluña no, Cataluña es una región de una Nación (España). Por mucho que inventéis y repitáis una mentira 1000 veces, no podéis cambiar la historia.|0
@Pedro_Balboa #260 Cerrar @ espantajo # 243 Te pongo un ejemplo. Una menor se graba manteniendo relaciones sexuales con su novio, éste se lo envía a un amigo, y éste amigo se lo muestra a toda su clase de la escuela (sn enviar el contenido). Entonces el que ha mostrado el video a su clase, dice que él no es el primero que tuvo el video, pero por no delatar a aquel, borra todos sus dispositivos imposibilitando rastrear el original. Lo mandan a juicio, y sus compañeros de escuela van al juez diciendo que si bien él les mostró el video, resulta que alguien antes les había hablado del contenido de ese video: la chica del video le comentó a sus amigas que estaba preocupada porque se había grabado con el novio y ahora temía que se supiera, y las amigas cuchichearon sobre la existencia de ese video). ¿Crees que un juez normal eximiría de delito al que lo ha mostrado? En todo caso el que lo ha mostrado es un culpable más de una cadena, de la que no se conoce el inicio. Está dando usted a entender que cuando el PP destrozó a martillazos los ordenadores de Bárcenas, imposibilitando a la policía acceder a su contenido, era porque contenían una información comprometida para ellos y el juez tenía que haber empapelado a Rajoy porque era el dueño del cortijo en ese momento?|0
A ver cuánto tardan las cloacas del PSOE en atacar a los jueces y a quién piense diferente.|1
Da risa leer al rojerío ya sin argumentos, recurriendo a la corrupción del PP, pero están tan ciegos que son incapaces de procesar que su amado sánchez es el líder de los fontaneros y que están de goteras hasta arriba... Ajo y agua. Cuando te pasas de frenada y haces cosas peores que las que criticabas, te comes las consecuencias. Que aproveche.|1
@no_estoy_de_acuerdo #102 Cerrar @ Segistobre # 63 ¿y QUÉ? ESTAMOS COMENTANDO OTRAS COSAS. ¡Eso! ¿A quién le interesa que el paro haya bajado? Es un dato totalmente chavista.|0
vamos aldama !!!!!estamos esperando q tires de la manta y saques todo el fango de este gobierno|0
Luego viene un militar republicano, sí republicano, los pone en su sitio y lloran.|0
@uno_que_pasaba #3 Cerrar Los ricos más ricos ¿O no decía eso antes la izquierda? Pues por algún motivo los zurditos lo dan ahora como mérito del gobierno. Es que no pueden ser más tontos. Ahora se alegran de que se forren los ricos a los que odian.|0
@Pirulas3 #69 Cerrar @ Moderado # 55 ¿Y por qué no puede ser al reves? @Pirulas3 #69 Cerrar @ Moderado # 55 ¿Y por qué no puede ser al reves? porque este titular esta manipulado y el del pais no,,,,,el pais no dice que los periodistas tenian el email sino qus sabian la noticiay este obvia esa parte|0
@BELASTEGI #376 Cerrar @ uno_que_pasaba # 363 No ha terminado el procedimiento y sabe que fueron filtrados por el FG ¿Ha tenido acceso al mismo? ¿Quién le ha filtrado la resolución? yo no sé ni dejo de saber pero igual que vosotros estáis siempre con los martillazos del disco duro de Bárcenas nosotros nos preguntamos por qué borrar y hasta cambiar de móvil si no escondía nada. Quien corre algo teme.|0
Hasta aquí llega la pestilencia que emana de la judicatura española. El juez de turno se pasa por esa toga sucia lo que digan los periodistas a los que llamó a declarar, miente y además, considera como conversación una conexión de cuatro segundos con un buzón de voz. Y así, mintiendo y prevaricando cerraron en su día EGIN.|1
@Segistobre #278 Cerrar Juan Vicente Bonilla, que fue jefe de Fuentes de la UCO y que ahora ocupa un cargo en el Gobierno de Isabel Díaz Ayuso, ha sido acusado de ocultar ¿información crítica¿ en los sucesivos procedimientos que lograban incoar desde la Guardia Civil para beneficiar al Partido Popular. En una denuncia que fue presentada en el Juzgado Central de Instrucción número 5, a cargo del juez Santiago Pedraz, se señala que también hay una serie de guardias civiles que junto con Bonilla estarían obteniendo información directamente de las bases de datos de la Guardia Civil, asesorando en técnicas de contravigilancia e investigaciones para beneficiar al PP. Empezáis el turno de tarde en Ferraz a las 15.00?|0
@Pato #5 Cerrar Pues muy bien, la justicia es igual para todos. Tengo mis dudas. Sin exculpar a ningún posible culpable, pero no me fio de la justicia cuando está siendo controlada, dirigida y corrompida. Yo desde mi silla no sé si este señor defraudó o dejó de defraudar, lo que sí intuyo es que algo tiene que ver que sea un allegado a uno de los mayores adversarios políticos de Sánchez y por eso se le busquen los trapos sucios hasta la saciedad. A partir de ahí sí hombre sí, la justicia es igualita para todos, especialmente para todos aquellos para los que es igual y sin contar aquellos para los que la justicia es diferente. Y además el comentario más votado. Luego pasa lo que pasa cada vez que hay elecciones.|0
Ni ideas.|0
Van del lado de la MAFIA pues.|0
@Madison #124 Cerrar @ Utopilitologo # 78 lo mismo hace antes los de pedrito y bego. Tendrían que ser más creíbles, los bulos que inventan los nimios Onanistas de la Pajilleria de Génova.|1
¿La baja voluntaria, dice? Jajajajajajajajajajajajajajaja Claro que sí, guapi|0
Cualquiera que tuviese un mínimo de vergüenza, dimitiría hoy mismo, condicionado al resultado final del procedimiento, pero verse acusado de filtrar información ya es motivo para abandonar ese puesto. El P$OE ha convertido a España en una república bananera, en donde la Justicia está totalmente corrupta y sólo sirve para favorecer a los intereses del Gobierno en cuestión, damos vergüenza ajena|0
Léase en tu comentario Fascismo, y ya tiene título el libro. Buena idea. @Pato #6 Cerrar Sanchismo en estado puro, suciedad, mentiras, incompetencia, delitos, chulería y cobardía.|1
¿Y por qué no han consensuado una convocatoria desde la sociedad civil?. Era tan fácil hacerlo neutro...No me vale eso de voy de bueno ma non topo. Si cambia la convocatoria y la democratiza posiblemente acudamos más convencidos.|0
@PeriodismoSinCensura #9 Cerrar lo mejor seria no reconocer esa liga de naciones y no participar como España... Efectivamente ... si quieren estar solos ... que lo estén.|0
@Eyeblue #50 Cerrar @ Chicle # 43 Este puerco al que tú llamás tan despectivamente, hizo que se pasara de la jornada laboral semanal de 48 horas de la época franquista a las 40 horas que tú disfrutas ahora. Aunque sea, solo por eso, un respeto. La jornada de ocho horas la dispuso FelipeII en la terminación del Monasterio del Escorial, fue de las primeras en el mundo. Con Felipe G se instauró por ley las 40 semanales.|0
@roterosenausathen #346 Cerrar @ maaypi # 340 ¿Hacer política de esto cuándo nada tiene que ver?. La señora pareja de éste delincuente confeso, lo defendió hasta la indecible,ella y sólo ella lo llevó al terreno político. El se confiesa defraudador y ésta señora lo defiende culpando a la izquierda de todo. ¿Eso no es política? Por vergüenza debiera dimitir,como se le exige a pedrito por la Begoño sin todavía prueba alguna. Y puedes añadir a toda la familia. Padre, madre, hermano y tío. Esto parece Camarón... De los buenos manantiales están hechos los buenos ríos|0
Ista, ista, ista... La España socialista.|0
Nunca había caído este país en semejante degradación. Rubalcaba decía que no merecía un gobierno del PP y el PSOE nos ha traído un gobierno de corrupción y conspiración.|0
Guau! Es alucinante!|0
@Tomasone #623 Cerrar @ ADELE_ # 571 Cobras tus servicios con tarjeta, y los deciaras? Pensaba que todas cobrabais en efectivo ¿Que clase de servicios va hacer la anciana decrépita? ¿tu contratarías a una anciana para algo?|0
@chusita444 #12 Cerrar y para cuando la pichona cuándo hace algo ilícito. Por el momento no ha hecho nada de esto.|0
@Voxamnistiayreferendumpa2anos #376 Cerrar Puffff ....voy a hacer palomitas ....por lo de Aldama y Leire....!!! A mí me quedan palomitas de cuando los franquistas de Vox perdieron 19 escaños en 2023. Quiere? Todavía crujen.|0
@Rakataplan #666 Cerrar @ tienesrazon # 628 Lo que no ve normal Europa y está horrorizada es con la oposición franquista que aún sobrevive en España. Von Der Leyen horrorizada de que en su país a los n4z1s se los encarcela y en España a los franquistas se los ensalza. Lo tuyo es una opinión y bastante tonta por cierto. Pero dime qué es lo que no es cierto en mi comentario #628 Cerrar ¿Y por qué Europa no hace nada?. ¿Ven normal que un Fiscal General del Estado esté procesado por revelación de secretos y no dimita?. ¿Ven normal que todo un Gobierno ataque al Poder Judicial e insulte a los jueces?. ¿Éso es normal en una democracia dentro de la UE?. Por favor, que vergüenza. . Ve al grano.|0
Es que el juez les tiene manía. Y cuando dijo Alvarone que él era el el último responsable? Eso está grabado! Pues ahora a apencar, ricitos.|0
Entonces si al final lo indultan y no se hace justicia, el pueblo estaría legitimado para tomarse la justicia por su mano?|0
Va a ocurrir lo mismo con el fútbol ? Por qué pienso que deberían tener su propia liga ya ¿ y comerse los mocos entre cuatro clubs .|0
Está tía tiene que ir presa. No sé a qué esperan para arrestarle.|0
@Pato #5 Cerrar Pues muy bien, la justicia es igual para todos. En especial para el NOVIO DE AYUSO como no paran de nombrar en cualquier diligencia que hacen contra este empresario, y que por lo tanto no se trata de sacar a relucir una simple falta de tributación aunque dicha cantidad ya fue ingresada en Hacienda hace 3 años, sino de un ataque de desgaste contra la Presidenta de la Comunidad de Madrid, y por hechos acaecidos cuando aun no conocía a este hombre y además no tener nada que ver fiscalmente es esta imputación, por lo que se deduce que es solo una maniobra tendente exclusivamente a desgastar al PP a través de Ayuso y sin arte ni parte en este asunto. Deben de pensarse que el pueblo es idiota y no saben de los tejemanejes de estos impresentables de PSOE. que como pone en la notica, son los que con Mas Madrid han urdido este tonto trampantojo.|0
Estos son los ¿gordos¿ el número de enchufados en entes públicos como Andalucía emprende, orienta o las UTDLT, con una entrevista¿..y carnet del partido, y es que allí siguen absorbidos en el Servicio Andaluz Empleo, en su casita y sin opositar. Está Esta es la mayor corrupción, no la de los ERE|0
@Juanfelipe #236 Cerrar @ Maicol # 219 Lo digo y lo repito, táctica ya conocida del PP y sus medios para desgastar al gobierno. No hay ni por asomo la corrupción diaria y constanye del PP (con entrada de ministros del PP en prisión, del tesorero del PP, de Prrsidente de autonomía, de Presidentes de Diputación, de Alcaldes, de Consejeros autonómicos y Viceconsejeros, y la condena del PP como partido por corrupción tres veces. Aún queda el juicio de la policía patriótica del PP y 30 juicios más por hacer por hacer por corrupción. Como también que aquí mandan las sentencias, hasta que no haya condena todo es humo Según el caso y el día, hay responsabilidades políticas que no deben confundirse con las penales o bien hasta que no haya condena todo es humo|0
El reflejo de la podredumbre sanchista en ese programa con la colección de frikis y desfile de mal gusto habituales...|1
Lo verdaderamente deleznable es... que un Fical General tenga comportamientos que obtruyan la Justicia, porque nada tiene que temer, aquel que nada ha hecho. Estoy seguro que las garantias procesales son las maximas,dado quien es.|0
@HOH #55 Cerrar AYUSO PALANTE JAJAJA tienes todas las papeletas para que no se cumplan tus sueños húmedos, borrego sanchista.|1
@ADELE_ #67 Cerrar @ zagal2 # 54 Pues Ayuso no fue la más votada en 2019 y gobernó. Hala, al rincón de pensar. toma ya, buen zasca al Zagalico! Es cierto que ganó las elecciones Gabilondo.|0
Periodistas de El País, pero lo dicen en serio, hombre que pregunten a La Sexta, seguro que lo corroboran.|0
@tienesrazon #135 Cerrar @ Alobope # 126 jajajaja, los rojos mentís más que respiráis, los 4 periodistas han reconocido que no tenían el email antes que García Ortiz, así que el corrupto Fiscal General va palante por revelación de secretos. lo importante no es el mail, lo relevante es que ya se conocía el pacto fiscalía - Glez. Amador, era de dominio público, y por lo tanto no hubo revelación de secretos, no te enteras!|1
Está señora y sus jefes del PSOE toman al pueblo español por idiotas. Si aún así les siguen votando, será que tienen razón.|0
Las charos todas opositando ,y los hijos todos en la universidad ,si es que......|1
Convocar la manifestación en solitario es un error. No aprenden.|0
¿Y que hizo el PP cuando llegó? ¿lo investigó? ¿los echó o los mantuvo? Porque creo que han acabado todos integrados en el SAE.|0
@ADELE_ #219 Cerrar @ largo # 210 No, señor. La diferencia es que la corrupción del PSOE se expone y la del PP se barre bajo la alfombra. Y además la del PP está almendrada. Claro claro por eso están en la cárcel. La corrupción del psoe la han sacado los propios miembros del psoe o empresarios corruptos que no se quieren comer el marrón ellos sólos. Al final. Siempre sale a flote así. A ver si no porque no cesan a la fontanera pocera.|0
No os preocupéis que van a pedir que Feijoo va a pedir la dimisión de Ayuso, como pedía la dimisión de Sanchez por el caso de Begoña...|0
@Detergente #44 Cerrar ¿ De quien depende el diario El País ? Pues eso De quién depende el bocata de mortadela que te Dan por escribir aqui|0
@moreno1984 #249 Cerrar cabe recordar que el que ahora es novio de Ayuso cuando cometió el delito no era su pareja. Lo digo por si a alguno se le ocurre compararla con la esposa del presidente del Gobierno, Begoña Gómez. Cabe recordar que el delito se cometió en 2021, cuando ya eran pareja. Pero fue un fraude fiscal con galletita crujiente, de eso nunca se habla.|0
@Madison #42 Cerrar En un torneo de naciones juegan eso mismo, naciones, no comunidades autónomas por separado, a las que se encumbra y se pone al nivel de una nación soberana. ¿No hay ya una liga nacional de pelota? Menudo esperpento. A Sánchez se le ha ido la pinza.. Antes de escribir es conveniete ver la deficiación del término Nación en el Diccionario de la RAE:1- Conjunto de los habitantes de un país regido por el mismo Gobierno. 2-Conjunto de personas de un mismo origen y que generalmente hablan un mismo idioma y tienen una tradición común. Por ejemplo, se puede decir La gran nación apache, como decían en la películas del Oeste, igual que se puede hablar de naciones vasca, kurda o tirolesa, todas repartidas entre varios estados.|0
Por favor, sólo pido una cosa, que algún día, sólo con pulsar un botón, pueda ir al primer comentario para poder revisarlos todos en orden, y no tener que dar doscientas veces para atrás en el MÁS COMENTARIOS|0
Cada vez queda mas claro que no vinieron para solucionar los problemas de los españoles, sino para robar y permanecer en el poder a toda costa.|0
@Mansell8 #225 Cerrar Mucho problema con los nacionalismos pero a Ayuso, que es la más nacionalista (madrileña), la aplaudís con las orejas. Jajaja. Sí, esto es algo que realmente me toca ciertas partes: la hipocresía que domina en este tema.|0
¿La justicia europea? Anda que buena cosa le importa a la UE lo que está perpretando Pedro contra jueces, policías, UCO, instituciones. Pongamos delitos de golpe de estado, malversación, sedición, EREs...Todo amnistiado.|0
@Pedro_Balboa #307 Cerrar @ JohnMcCLANE_ # 292 De hecho, llevo tiempo pensando que Sánchez no es el problema. sino la consecuencia, el reflejo de una sociedad aborregada que, prefiere estar sumida en la miseria, siempre y cuando el vecino esté un poquito más hundido sumido en la miseria estás tú. Los datos económicos de España son abrumadoramente positivos, aunque te pese patriota de hojalata, gracias a la gestión de Pedro Sánchez.|0
@Nora_93 #88 Cerrar @ Segistobre # 63 informaté un poquito, el gobierno ha puesto a cotizar a todos los estudiantes en prácticas de FP, los datos de cotizantes son tan falsos como las encuestas del CIS. Gobierno de mentirosos. Y que sube el SMI para hacer pagar IRPF a más gente, eso también se lo calla @Segissobre #63 Cerrar El crecimiento del número de afiliados a la Seguridad Social en tan solo un mes ha sido de casi 200.000 hasta alcanzar los 21,8 millones.|0
@Madison #151 Cerrar @ DerechonaFracasada # 66 Pues bien que te picas por cuatro verdades bien dichas. No he leído ni un comentario objetivo procedente de alguien de izquierda. Será que se explican mal o no coges la parte.|0
La justicia es igual para todos menos para los políticos tipo Griñan, Chaves, Puigdemont etc¿¿¿|0
Mañana va Silvia Inchaurrondo a testificar ante el juez que ella tuvo el correo antes que el FGE y antes que los amigos del país. Total es por echar una mano al corrupto del FGE, perdón FG DE SÁNCHEZ (el mentiroso).|0
