"post"|"label"|"label_100k"|"label_600k"|"label_50k_best"
"238"|"@ADELE_ #222 Cerrar @ tienesrazon # 212 Si, cero euros fue lo que Rajoy destinó a los enfermos de ELA. Bueno, sí, los despreció, qué pasa. pues 7 años después Pedro ha destinado lo mismo. Por fin aprobaron una ley pero como son incapaces de aprobar presupuestos no hay ninguna partida. Esto es más grave."|0|1|1|"1"
"239"|"@No_voto_a_nadie #70 Cerrar Si eres político y condenan a un familiar tuyo, creo que deberías dimitir. Esto vale para Ayuso y para todos. Ya dimitió Alfonso Guerra sin que llegaran a condenar a su hermano, así que, si hay condena, hay incluso más razones para dimitir. cuando se cometieron los hechos que ahora se van a juzgar, ni siquiera se conocían Ayuso y Glez Amador. Juan Guerra era el hermano de Alfonso, vicepresidente del gobierno. Y Begoña es la esposa del presidente del gobierno y se valió de esa condición y de recursos públicos para sus negocios privados. Nada que ver."|0|1|1|"1"
"240"|"@Apagon_Sanchez #331 Cerrar @ LaAmenazadeLosgolpistas # 239 Si piensas que solo hay democracia cuando gobiernan los tuyos ... pero así no pensamos los demócratas, así solo pensáis los dictadores. no me lo creo ."|0|1|1|"1"
"241"|"A pesar de ese artículo 324 de la LEC, modificado en 2020 y que limita el plazo de investigación de las causas incoadas, los procesos en España se alargan años y años. Ahora este juez pretende recurrir a Europa porque no tiene tiempo para cerrar en tiempo y forma, asuntos heredados de la jueza Alaya, casos que datan de hacen más de diez años. Ya me está dando vergüenza de la respuesta que le van a dar."|0|1|0|"1"
"242"|"Sí, hay que reconocer que desde 2011 se ha hecho un buen trabajo ... con el gobierno del Partido Popular con Rajoy y Montoro ..., tras la congelación de sueldos públicos y pensiones que hizo el psoe de Zapatero. Luego, la inercia de tan buen trabajo trajo como consecuencia una tendencia que perdura hasta hoy ... confiemos en que no haya más ERES, D. Angelos, cocaína, etc. etc. ... y se use el dinero público (que es de todos a pesar de lo que diga una consejera de estado de que no es de nadie) ... en algo más que no sea asar vacas con ese dinero ... !!!!! ... Pero Abalos y cía parece que insisten en esa faceta tan de los socios listos ..."|0|1|1|"1"
"243"|"@Hitz #62 Cerrar Nada del otro mundo, Inglaterra e Irlanda del Norte, llevan disputando partidos internacionales, desde hace mucho tiempo y no pasa nada. Sí, sobre todo con Gran Bretaña. Buen nogal."|0|1|1|"1"
"244"|"Gobierno podrido desde el minuto UNO"|1|1|1|"1"
"245"|"@ADELE_ #250 Cerrar @ Sancheces # 238 Ya, pronto llega el Orgullo y los franquistas voxeros se van a pasar el mes entero rabiando JO QUÉ PENA ¿Entonces vas a tener el valor de salir a la calle y subirte a una carroza? POR FIN. #238 Cerrar @ ADELE_ # 214 Tú tampoco te subiste a una carroza del Orgullo y dijiste que habías transicionado. Ah, que te avergüenzas, pues nada."|0|1|0|"1"
"246"|"@revuelta #371 Cerrar Pero cuanto pagan a esta ADELE por estar todo el día aquí!! La pagarán con dinero público que como no es de nadie! Cuánto lleva tilde. Está claro que a usted no le paga nadie, quién iba a pagar por eso, señor. Pues nadie."|0|1|0|"1"
"247"|"@Madison #143 Cerrar @ ADELE_ # 77 Nos alegramos de que pague pero no de que Sánchez utiluce al fiscal general del estado para sacar a relucir los asuntos particulares de un ciudadano anónimo, simplemente por ser la pareja actual de Ayuso. Ese delito es el que no se puede apoyar. Hay otras cuatro perdonas implicadas en este asunto y cientos de españoles reciben notificaciines de Hacienda cada año por defraudar. ¿Por qué el unico caso en el que se ha metido el fiscal, Marichus, Lobato y demás ha dido el de este señor? El motivo lo sabe usted y lo se yo. El gobierno y su equipo de fontaneros hacienfo de las suyas. ¿Y va hoy a la mani para exigir la dimisión de Mazón? Me dijo usted que había perdido un familiar en la Dana, no? Ah que hace mucho calor, pues nada."|0|1|1|"1"
"248"|"Leire te da miedo la OCU ?. Te van a enchironar ."|0|1|0|"1"
"249"|"@JohnMcCLANE_ #13 Cerrar ¿Dimitirá? Ojalá me equivoque, pero tengo la sensación de que no lo hará. Los corruptos de Sánchez jamás dimiten. Y los del PNV encantados de todo el fango que les salpica. Les gusta el fango."|0|1|1|"1"
"250"|"@BochornoPsoes #5 Cerrar Realmente nos toman por no listos. Que ganas de votar. pues vas a tener que meterte las ganas donde te quepan hasta dentro de 2 años que es cuando toca."|0|1|1|"1"
"251"|"@Un_Pallares_Cualquiera #49 Cerrar @ JFLK # 48 Si los europeos no quieren es, precisamente, por las condiciones laborales i.e. lo que logra con esa inmigración es bloquear la mejora de éstas e incluso degradarlas debido a las ayudas que éstos reciben, ayudando a echar al resto de nativos por no poder subsistir dignamente con ese empleo. Lo demás, simplemente hipocresía: critica la reacción pero ni siquiera se fija en qué la ha provocado, con una izquierda que expolia, damnifica y constriñe todo el entorno que no son sus adoradas ciudades. Las condiciones laborales sí son buenas en países del centro y norte de Europa con políticas socialdemócratas, de hecho llevan décadas garantizando pleno empleo, salarios y pensiones altas, convivencia, ayudas sociales...Aquí en España desde que Sumar y Yolanda Díaz aplican sus políticas socialdemócratas a pesar del inútil de Sánchez, somos el actual referente en crecimiento y creación de empleo en la UE, nos llevan camino del pleno empleo, salarios y pensiones dignos y déficit público 0. Además esas grandes empresas que no paran de batir sus propios récords históricos de megabeneficios multimilmillonarios. Peeeero no quieren pagar más impuestos ni mejorar las condiciones laborales ni subir salarios. Se quejan pero siguen ofreciendo salarios y condiciones laborales miserables, por eso no encuentran trabajadores. Hay que implementar más esas políticas socialdemócratas de ..."|0|1|1|"1"
"252"|"Hombre, hay que tener en cuenta que Ortiz actuó bajo las órdenes de Sánchez, los dos deberían estar dimitidos, por ser benévolo, en realidad tendrían que estar en prisión."|0|1|1|"1"
"253"|"@jgalesco #31 Cerrar El PP debería aprovechar la oportunidad y de verdad lanzar un ORDAGO real. Aliarse con JUNT y PNV y proponer elecciones constitucionales para crear un nuevo estado federal real en igualdad de condiciones para todas las autonomías con CUPO para todos y un sistema solidario de distribución, pero con independencia económica de todas las autonomías. El Estado central recibiría aportaciones proporcionales al PIB percapita de las autonomías y se encargaría del ejército, la política exterior y la política de solidaridad interregional. Es la única forma de mantener viva a España durante algunas décadas. La alternativa es claramente una dictadura colonial dentro de España que es a lo que se encamina el golpe de estado en marcha... buen resumen. Pero aquí no te lo compra nadie, es demasiado correcto."|0|0|0|"0"
"254"|"Muy baja la noticia del Mundo. Uhy"|0|0|0|"1"
"255"|"¿Baja voluntaria temporal, no definitiva. Esto tiene un nombre...?"|0|0|0|"1"
"256"|"Al hilo de los plazos establecidos en el artículo 324 de la Ley de Enjuiciamiento Criminal, acabamos de conocer la sentencia de la AN sobre el caso Nueva Rumasa, por el que se condena a penas de cárcel a seis hijos de Ruiz Mateos. El caso se remonta a 2011. Menos mal que los jueces de la AN no han sentido la tentación de sumarse a la iniciativa de este juez sevillano alegando que no les daba tiempo."|0|0|0|"1"
"257"|"Esa reunión de Ferraz... navajas debieron volar. No me toquen a Santos! diría Sánchez. Haced que se calle o se va a enterar de lo que es una bomba lapa!!!"|0|1|0|"1"
"258"|"@Fegoms #22 Cerrar Los presidentes autonómicos del PP no son capaces ni de acordar entre ellos solos una propuesta de financiación autonómica y por eso jamás la han presentado, tampoco Ayuso, que se supone que es la lista del grupo. Exigen dinero, cada uno para su región tan maltratada, pero sin ofrecer una alternativa común que deje conformes a todos. Le van a cantar las 40 a Sánchez pero solo porque son unos cantantes...y cantantas. Las carencias de los presidentes autonómicos del PP no le sirven a usted para refutar las críticas a la llamada financiación particular catalana, la cual pretende ser un instrumento para detraer rentas del resto de los españoles."|0|1|1|"1"
"259"|"La ventana de overton está de par en par con este gobierno: Nadie aceptaría que un golpista fugado de la justicia dictara las leyes al presidente de un gobierno. Nadie aceptaría que el mismo presidente se abriera a pactar con los asesinos de ETA de compañeros de partido y españoles que defendieron la unidad de España y la democracia. Nadie aceptaría que el mismo presidente que llegó al gobierno hablando de transparencia y eliminación de la corrupción se jactara de ella poniendo el ventilador en lugar de dimitir. Nadie aceptaría que un individuo que no fue votado mayoritariamente por los españoles gobierne con comunistas acosadores de mujeres que aceptan la desigualdad entre españoles y que han olvidado su ideología sobre el Sáhara y el gasto en defensa para seguir en la coalición. Privilegios, corrupción, malversación, desigualdad, leyes inconstitucionales, narcotráfico y prostitución... De esto sabe también Felipe González (EREs, filesa, hermano de Alfonso Guerra...)."|1|1|0|"1"
"260"|"La misma credibilidad que Sánchez. Ahí lo dejo."|0|0|0|"0"
"261"|"Si Sánchez renunciara a los chiringuitos de memoria, género, tauromaquia, lgtbi, etc, sacaba mayoría absoluta, pero se empeña en crear enemigos"|0|1|1|"0"
"262"|"Muy bien para gran cabreo del capo y del Bolaños"|0|1|1|"1"
"263"|"¿La baja voluntaria, dice? Jajajajajajajajajajajajajajaja Claro que sí, guapi"|0|0|0|"1"
"264"|"@ADELE_ #352 Cerrar @ albertgirona # 322 Será Alberto Gerona, digo yo. Indepes no. Pues dices mal ¿O Entonces podemos decir que tú eres Adela?"|0|1|0|"1"
"265"|"@TONGOYS #292 Cerrar Pero esta pájara no es la madre de Begoña. Es clavadita. Hace buena pareja con su marido, porque este no es un adonis precisamente, y cara de muy listo no tiene, de corrupto si y de algo más."|0|1|0|"1"
"266"|"@HomoSapiens #2 Cerrar Jajaja, estaba claro que daba igual que hubiese pruebas de que el correo obrara en manos de periodistas antes de que lo hiciera del FGE. Al juez se le ha olvidado que hace falta demostrar con pruebas que así fue y por lo qué ha trascendido no parece que existan. ni te olvides del cianuro. Eso también los tenian los periodistas que tú dices."|0|1|1|"1"
"267"|"Adele ha entrado en éxtasis al conocer el procesamiento de Amador y ha tenido un squirt como una adolescente a pesar de ser una viejita decrépita, que tía más viciosa !!!"|1|1|0|"1"
"268"|"Está sra podría ser chófer de una narcolancha para atentar contra la guardia civil Pero no..esa solo una zurda antipueblo y antidenoçracia De hundir lanchas....ess trabajo de motosierra marlaska."|1|1|1|"1"
"269"|"@Detergente #270 Cerrar ¿ De quien depende el diario El País ? Pues eso Cuando veo por la calle a uno de tantos viejetes de las élites enarbolando el diario EP como si fuese un estandarte me provoca el mismo escalofrío que una peli en Filmin de los países del Este sobre cuando les gobernaba el socialismo."|0|1|1|"1"
"270"|"@Segistobre #450 Cerrar Hace unas semanas el líder de Manos Limpias adelantó lo que iba a hacer este juez. No es arriesgado pensar que el juez Hurtado tenía la decisión tomada antes de empezar a investigar y la falta de pruebas no le ha supuesto un problema para seguir adelante. lo dice como si el pobre juez hurtado tuviera capacidad de tomar decisiones."|0|1|0|"1"
"271"|"Ayuso visitando a su novio en la cárcel, es la nueva Pantoja, la novia de España."|0|0|1|"0"
"272"|"@toni22 #220 Cerrar Todo esto DA IGUAL. Mientras los pensionistas vean aumentadas sus pensiones año tras año, NO PASA NADA. Sus hijos y sus nietos no podrán tener un sueldo ni una vivienda digna, pero los pensionistas van bien. Entonces, la conclusión, es que sufran hijos y nietos, que los abuelos están bien. España va bien, esa es la conclusión. Y Sánchez lo sabe, por eso hay que revalorizar las pensiones aunque haya que recurrir a más deuda en un momento en que se pagan más impuestos que nunca. cuando usted renuncie a su sueldo me lo creeré , no creo que un jubilado tenga la culpa que los demás no sepan defender sus derechos."|0|1|1|"1"
"273"|"@muliao #398 Cerrar @ duncan_idaho # 384 Que a estas alturas haya que seguir explicando que si el fraude supera los 120,000e por ejercicio pasa a ser delito penal y por tanto, salta a fiscalía, demuestra el nivel tan bajo que tiene la gente que se traga lo que le echen sus amos. explíqueme si los 120.000 € se refiere a beneficios ocultados o al importe que se debió ingresar en Hacienda?"|0|1|0|"1"
"274"|"@barcetabis #84 Cerrar @ burrinchus # 76 Pues igual que muchos votarán de por vida a Ayuso , o Puigdemont o a Mazón . Somos así . Al único que no votarán , pero si lo botarán es a Feijóo. Tenemos la memoria justa para pasar el día. Y no nos importa si lo nuestro es bueno o malo para el conjunto. Lo importante es que sea malo para el oponente. Solamente voy a juzgarle a Ud.por haber cometido una falta de ortografia, en la segunda palabra del voto, por que si lo juzgo por el significado tendria que ponerle un calificativo que me lo reservo tendria que ser de ignorante."|0|1|1|"1"
"275"|"Sánchez sabe que cuanto más basura esté esposada a su cuerpo más tiempo permanecerá a flote. Cada día que pase la montaña de mie; da será mayor y nuestra maltrecha democracia más se verá resentida... por no hablar la de nuestros bolsillos y nuestros servicios públicos. Este elemento es un cáncer para el país. Y cuidado por qué hay cánceres que no tiene remedio."|1|1|1|"1"
"276"|"@tienesrazon #159 Cerrar @ Bartleby # 153 # 131. tú eres muy especial. Y encima, en tu casa no lo saben. Deben ser casi tan especiales como tú. Casi, porque es imposible."|0|1|1|"1"
"277"|"@Mr_Marshall #8 Cerrar Deberíamos salir a las calles a diario hasta que se convoquen elecciones. Esto es indecente e inaguantable. Eso, hay que convocar elecciones cada día hasta que salga lo que queramos los patriotas. Las de 2023 no cuentan, hacía musha caló."|0|1|1|"1"
"278"|"La peor política internacional que podíamos tener. Y por culpa de un loco. Nuestra imagen como país en Occidente es de vergüenza y estupor."|0|1|1|"1"
"279"|"No se puede ser equidistante con la que está cayendo. La degradación institucional y las leyes inconstitucionales que se han aprobado y que se quieren aprobar para debilitar nuestro estado de derecho y beneficiar a un golpista fugado y a las minorías xenófobas nacionalistas que sostienen a Sánchez en la presidencia para que controle el poder y pervierta el orden constitucional son intolerables y constituyen alta traición a la nación española."|0|1|0|"1"
"280"|"Marchando una de AMNISTÍA, y así no hace falta ni tan siquiera juzgarlo lo que representa un ahorro importante de dinero y también se gana tiempo."|0|1|0|"1"
"281"|"@PACOPEPEF #88 Cerrar Este año al hacer la declaración de la Renta podéis poner en la casilla de personas que dependen económicamente de vosotros, a todos estos. Este año haga usted como el novio de Ayuso y defraude a Hacienda. Es el camino a seguir."|0|0|0|"1"
"282"|"@Stopfascismo #208 Cerrar Veo a los ultras agitados. Tranquilos camaradas. Q el PPartido de los Rato, Zaplana, Cascos, Matas, Mayo, Soria, Correa, El Bigotes, el Albondiguilla, Costa, Camps, Fabra, González, Granados, Cifuentes, Bárcenas, Jorge Fernández Díaz, Ayuso hable de corrupción es una especie de chiste malo sin gracia. Así q lo dicho tranquilidad y mucho lorazepam hasta 2027. Y a partir de ahí ya veremos q con el gallego a los mandos hay chollo SABES LA DIFERENCIA ENTRE EL LA CORRUPCIÓN DEL PP Y LA DEL PSOE...QUE EN EL PP DICES NOMBRES...EN EL PSOE SON TODOS. ES UNA MAFIA NO UN PARTIDO POLÍTICO. UNA MAFIA"|0|1|1|"1"
"283"|"Qué vergüenza de gobierno!!"|0|1|1|"1"
"284"|"Lo de ayer en ferraz fue como si un mafioso cualquiera fuera a una reunión de la mafia a explicar que hizo SU trabajo para mayor gloria de Al Capone. El psoe, o cualquier partido como hizo Mas Madrid con Errejon, puede hacer lo que quiera como montar una investigacion bananera pero ESO no sirve para nada y como con Errejon al final el tipo de turno salio blanqueado. Si quieren investigar como alguien uso las instituciones publicas de fiscalia y abogados del estado para conseguir informacion para DESTRUIR otro organismo publico como es la guardia civil el UNICO camino es DENUNCIARLO a la justicia ¿quien se creen los partidos nombrandose con instructores de algo legal? El problema es que en el psoe NO saben que juez les tocara porque por la parte fiscal no hay problemas con el fiscal general arrodillado al comunismo"|0|1|0|"1"
"285"|"Esta tipa es el perfil perfecto de charo: socialista, se cree en posesión de la verdad y, por tanto, legitimada para imponer su voluntad a los demás (es, si se fijan, el mismo principio que el de los integristas islámicos), frentista, ignorante (y orgullosa de ser ignorante), con aires de grandeza...en fin, un primor."|1|1|1|"1"
"286"|"NO NO ALLÁ TÚ QUE TE MANIFIESTAS EL DOMINGO Y PACTAS CON SANCHEZ EL LUNES HIPÓCRITA"|1|1|1|"1"
"287"|"@pepote25 #653 Cerrar @ ADELE_ # 621 Otro día perdido anciana ,otro día encerrada sin salir y con el teclado del odio a toda marcha ,otro día creándote enemigos que te insulten ,que triste vida y lo bien que se lo pasa riéndose de todos vosotros ."|0|1|0|"1"
"288"|"Esta señora no tendría que estar detenida e interrogada ya?"|0|1|1|"1"
"289"|"@El_futuro_ya_paso #370 Cerrar A ver qué conejo de la chistera se saca el presidente fallido y corrupto. No descartemos que saque los tanques a las calles. Ahora está en modo Falcon, se coge un vuelo a dónde sea, con tal de no dar la cara, lo mismo se ha pasado el finde en la Antartida, que hace fresco"|0|1|1|"1"
"290"|"@Talamonio #224 Cerrar @ ADELE_ # 130 , Sánchez no ganó las lecciones de 2023, pero usted repite la mentira una y otra vez y contestarle ya da pereza. Sabe tan bien como yo que las ganó Feijoo y el Psoe se unió a toda la morralla de separatistas y antisistema para sumar una mayoría falaz de gobierno. Esta aclaración, evidentemente, no va para usted. Va por si todavía queda algún despistado es estos foros que le haga caso. UyUyUy un pobriño analfabeto que no sabe como funciona el sistema parlamentario español, que grande le queda a algunos la democracia,la detestan"|1|1|0|"1"
"291"|"@55manu #168 Cerrar Se equivoca VOX no acudiendo a esa manifestacion, o se une.la derecha, o a este no lo echamos ni despellejado. Entiendo que VOX no se puede hacer una foto con Mazon y Rajoy"|0|1|0|"1"
"292"|"@Juanfelipe #106 Cerrar @ Lucas_Quete_Polar # 93 Ya, dime que dijo la UCO de la mujer de Sánchez en el caso que lleva el juez Peinado. A ver. Y otra, has repasado las declaraciones de dirigentes del PP, como Gamarra, cuando la UCO informó sobre ese caso. Te lo digo. Dijo que había que seguir investigando. Y creisteis que podríais tergiversarlo sin pensar que al investigar iba a salir toda la porquería begoñil-sanchista y os iba a dar en toda la boca."|0|1|0|"1"
"293"|"@Novale #437 Cerrar @ Pppa # 429 totalmente de acuerdo, este tipo d cosas es lo que hace ganar votos al psoe ¿¿ jajajaja, sí sí claro, el ser corruptos le da votos al PSOE, pues madre mía, en las próximas elecciones no bajáis de los 300 diputados."|0|1|0|"1"
"294"|"@Ok3 #225 Cerrar @ ADELE_ # 185 Adela, Otra vez haciendo horas extras....??? Te vas a forrar!!! Sí, tu rabia me gusta mucho. Es dulce y me hace reír. Gracias."|0|1|0|"1"
"295"|"El nombre de Leire Díez ya lo dio Víctor de Aldama en el programa de Ana Rosa hace meses. Esta señora y el PSOE pueden decir misa pero todos sabemos que negociaba en nombre de los de arriba. Ahora que diga misa si quiere pero no puede tapar la verdad. El PSOE se ha convertido en una mafia al servicio de capo Sánchez, eso es innegable y todo lo que están haciendo para llevarse por delante a jueces y a la UCO es delito."|0|1|0|"1"
"296"|"@tienesrazon #314 Cerrar Es imposible meterse en la mente de un rojo. Por ejemplo, yo tengo el historial médico de José, se los enseño a mis amigos Juan y Vicente, y tachannnnnn, ya no es secreto. Después lo publico en redes, y un juez me empura, claro, pero como soy rojo le digo al juez, yeeeeee que no es secreto, que mis amigos Juan y Vicente ya lo sabían, jajajaja. Asina son los rojos. Vaya chorradas que escribe el Friki este. Antes de que se publicara este Historial Medico que mucha gente conocía, hubo cierto borrachín que sin autorización publicó una versión manipulada del mismo."|1|1|0|"1"
"297"|"@Un_Pallares_Cualquiera #189 Cerrar @ qbm # 131 En efecto, el problema es que una de las partes apenas tiene margen para ello, son acogotados por defecto. Esa es la realidad del independentismo catalán y su voto cautivo, que ya notan como Illa poco menos que se está cachondeando de ellos mientras los pisotea para bien de su electorado metropolitano. Y es normal, electoralmente los primeros no pueden hacer prácticamente nada con una ley electoral que, tal y como está implementada, deja a Barcelona provincia cerca de los dos tercios de la cámara del Parlament, y aún se quejan por ello. ¿No será porque el resto de Cataluña se está vaciando porque la gente se va a Barcelona y su área metropolitana? Si el resto ya tiene más representación de la que le tocaría por población."|0|1|1|"1"
"298"|"Llegados a este punto, ojalá España les meta una buena tunda"|0|0|0|"1"
"299"|"@caster51 #26 Cerrar Poderoso caballero es don dinero. Felipe es uno más de esta saga de políticos que dice una cosa y hace otra, que siempre ha pasado del pueblo y de los suyos, y solo ha servido a los ricos. Que alguien se crea a este payaso reaccionario vendido al dinero es para hacérselo mirar. Felipe Gonzales, de entrada NO. totalmente. Fue corrupto hasta la mèdula y ahora donde vive es fruto de su corrupciòn."|0|1|0|"1"
"300"|"@JFLK #41 Cerrar @ juanatila # 37... En países donde esos grandes patrocinadores de las ultraderechas colocan a los más corruptos gobernantes para seguir expoliando a gusto. De paso garantizar esas migraciones masivas que tanto ayudan a las ultraderechas...Esos récords de megabeneficios multimilmillonarios de esas grandes empresas del ibex y multinacionales, son a costa del consumo del resto. Peeeero no quieren pagar más impuestos ni mejorar las condiciones laborales ni subir salarios. Cuando el inútil de Sánchez le haga caso a Yolanda Díaz y se atreva a aplicar las políticas de máximos de beneficios empresariales que llevan décadas funcionando en la Europa del norte. Entonces igual se solucionarían muchos problemas. Creo que se equivoca difamando a Pedro Sánchez, en mi opinión un gran gobernante al igual que Yolanda Díaz, la mejor ministra de trabajo de la historia de España, no debemos caer en la izquierda cainita de siempre o vuelven los salva patrias de estos foros con sus cutres sistemas de vida, fíjese que yo creo que Óscar y Yolanda serían un tanden perfecto para seguir gobernando."|0|1|0|"1"
"301"|"Da igual, si le condenan el UNO le indulta o le amnistía."|0|1|0|"1"
"302"|"Este señor me importa un pimiento, si es culpable que pague. El problema es la Presidenta defendiendole y acusando al Gobierno de ir contra él por ser su pareja. Señora Ayuso es usted una incompetente, mentirosa, capaz de cualquier cosa para obtener lo que quiere."|1|1|1|"1"
"303"|"Un titular dice que García Ortiz recibió indicaciones «de Presidencia del Gobierno» con el fin de «ganar el relato», un indicio. Podría ser que la otra fiscal que parece que está en la misma situación que este pajarraco de García Ortiz pudiera hablar, ha contratado a un abogado particular renunciando a la defensa jurídica del Estado. En cualquier caso al no haberse encontrado el correo (¿ podrían pedir las identificación de las cuenta de correos con los que hubo intercambio ?) no veo claro que se le pueda condenar, ¿ o sí ?"|0|1|1|"1"
"304"|"@largo #210 Cerrar @ Stopfascismo # 208 SABES LA DIFERENCIA ENTRE EL LA CORRUPCIÓN DEL PP Y LA DEL PSOE...QUE EN EL PP DICES NOMBRES...EN EL PSOE SON TODOS. ES UNA MAFIA NO UN PARTIDO POLÍTICO. UNA MAFIA Otra diferencia. Los del PP van a la cárcel. Los del PSOE, no. Les hacen amnistías a medida."|1|1|1|"1"
"305"|"@ADELE_ #331 Cerrar @ estoestaplagadoderojos # 198 Aprenda a escribir en español antes de dirigirse a mí, gracias. A ti que tienes el cerebro carcomido por el germen de la ignorancia, anda corre que hoy te quedas sin tortillademortadela"|0|1|1|"1"
"306"|"El Psoe andaluz es un estercolero desde hace mas de 30 años, sinverguenzas profesionales,gastando en sus echufes, subvenciones, EREs,cursos de formacion...inventaron de todo para desviar el dinero publico, mientras muchos hospitales y centros de salud con carencias de todo tipo en las provincias andaluzas olvidadas por este partido ,no habia presupuesto para tanto despilfarro en sus chanchullos y atender a 8 provincias."|0|1|0|"1"
"307"|"@GranCanarion #31 Cerrar Zurdos, tendrán a Ayuso hasta 2027, jajajajaj Pero sólo en el quesito central, afortunadamente."|1|1|1|"1"
"308"|"Qué raro lo cuentan en otros medios, no me gusta: El juez procesa al fiscal general por la filtración del correo de la pareja de Ayuso y le acusa SIN PRUEBAS de seguir Instrucciones de Moncloa. Las mayúsculas son mías."|0|1|0|"1"
"309"|"Perfecto, que pague su multa por el fraude Fiscal y punto, a diferencia de los del PSOE la gente sensata no empieza que si bulos, que si fango que si extremaIzquierda etc... es un señor que ha cometido un delito fiscal con Hacienda antes de conocer a Ayuso y que como cualquier ciudadano tendrá que pagar por su falta. Ahora... no empezar los de siempre a comparar esto con los casos de corrupción del gobierno y trafico de influencias pues para cualquier persona con dos dedos de frente y sin estar adoctrinado no tiene nada que ver una cosa con la otra."|0|1|1|"1"
"310"|"Apareció el mafioso que faltaba, el que tenía mil pruebas contra, el gobierno y por eso le sacó de la cárcel un pepejuez pero no ha aportado nibguna"|0|1|1|"1"
"311"|"@HomerJaySimpson #474 Cerrar Me da igual, seguire votando a Sánchez, es lo menos malo. Totalmente de acuerdo... Seguro que hay todavía, millones como tú, que a pesar de todos los escándalos de Pedro Maduro Sánchez, estáis dispuestos a comeros las piedras antes que gobierne la derecha...Pues hala, sarna con gusto no pica ..."|0|1|0|"1"
"312"|"@Cansada_de_amorales #214 Cerrar @ Sociolisto # 194 Sanchez esta sereno, seguro de si mismo, confiado y trabajando por el futuro de España, le resbala lo que diga la UCO, por algo sera, no creen ustedes? No sé de que anuncio ha copiado el texto, pero yo le voy a dar una descripción que se ajusta mucho más a la realidad. Sánchez está desquiciado porque su castillo de naipes se desmorona y sabe que si las cosas siguen así las probabilidades de entrar en prisión por sus numerosos delitos son muy altas, así que debe de andar como un loco mandando Falcones a República Dominicana. A ver si alguien del foro puede decirnos cuántos vuelos ha hecho el Falcón a República Dominicana en los últimos dos meses? A ver si alguien del foro puede decirnos cuántos vuelos ha hecho el Falcón a República Dominicana en los últimos dos meses? Aunque todavía nadie ha resuelto mi duda, acabo de leer en prensa que Vox ha registrado en el Senado una pregunta por escrito para conocer los motivos del vuelo este lunes a la República Dominicana de un Airbus A-310 . @Sociolisto, mire qué poquito me he equivocado."|0|1|0|"1"
"313"|"¡Que espectáculo tan edificante! Entre sinvergüenzas anda el juego. Saquemos las palomitas y pongámonos cómodos, que esto tiene cuerda para rato."|0|1|1|"1"
"314"|"¿Y que tiene que decir la señora ayuso de esto? No dirá nada como siempre, esta ocupada acusando a pedro Sánchez."|0|1|0|"1"
"315"|"@ADELE_ #224 Cerrar @ Sealord # 189 @ Sealord # 186 Sealord, la prueba fehaciente de que muchos votantes de Vox son hijos de homosexuals. Por qué serán tan homófobos? Es raro. Otro fontanero de la mafia del PSOE, el Fresita, ahora Adele que le duele cuando se la mete Sánchez, y todavía no ha encontrado a su padre. El Fresita anda buscando quién de los 2.000 socialistas es su padre cuando se tiraron a su madre cuando limpiaba los WC de Ferraz."|1|1|1|"1"
"316"|"@naughty_girl #61 Cerrar Esa modificación del 324 LECRIM la aprobó Rajoy con mayoría absoluta. Eso lo primero. Lo segundo es que se trató de una modificación muy necesaria, porque lo que ocurre con las instrucciones por delito en España no tiene nombre ni parangón en Europa. Eso de que un juez se recorra el Amazonas de rama en rama, durante 15 y 20 años, que había docenas de esas por toda España, sin atar ni terminar nada, teniendo media vida imputada a la gente y luego pedir un traslado cuando la bola de nieve se ha hecho demasiado grande, es lo que provocó que precisamente desde Europa se nos llamase la atención. Y a este señor le van contestar con el informe del Greco y con la manida frasecita, de que cada delito dará lugar a la instrucción de una causa, no a 300 tomos de totum revolutum. y se invertir en justicia para que los procesos no se eternicen ni hablamos no?"|0|1|1|"1"
"317"|"@ToujoursauContraire #36 Cerrar Lo lógico sería que jugara contra el País Vasco la selección del cantón de Cartagena o la del cantón de Alcoy. Eso sí que son nacionalidades históricas. Tal cual! ..."|0|1|1|"1"
"318"|"@Stopfascismo #208 Cerrar Veo a los ultras agitados. Tranquilos camaradas. Q el PPartido de los Rato, Zaplana, Cascos, Matas, Mayo, Soria, Correa, El Bigotes, el Albondiguilla, Costa, Camps, Fabra, González, Granados, Cifuentes, Bárcenas, Jorge Fernández Díaz, Ayuso hable de corrupción es una especie de chiste malo sin gracia. Así q lo dicho tranquilidad y mucho lorazepam hasta 2027. Y a partir de ahí ya veremos q con el gallego a los mandos hay chollo Y eso, va y lo dice un esbirro del partido de Koldo, Tito Berni, Leire, Chaves, Griñán, Aldama, Cerdán, Begoña, Gallardo, Ábalos, Sánchez, el otro Sánchez... y si nos remontamos más atrás, Roldán, Mariano Rubio, Barrionuevo, Vera, Manglano, Sancristóbal, Amedo, Perote, Urralburu, De la Rosa... Y todavía más atrás, Largo Caballero, Prieto, Negrín... Una joya."|0|1|0|"1"
"319"|"AYUSO PALANTE JAJAJA"|0|0|0|"0"
