"";"post";"label"
"191320";"Fíjate si es fascista el estado, que tu puedes estar aquí diciendo subnormalidades y nad…";0
"191321";"wall-e me conmovio , tu eres una perra gelida.";1
"191322";"Interior se plantea rebajar el nivel de alerta contra el terrorismo. En fin. Entre esto, las oleadas de inmigración masiva e incontrolada y la permisividad de este gobierno, hago responsable al ministro Marlaska de cualquier atentado que se produzca.";0
"191323";"Me estoy volviendo loca con el maldito post del blog... nunca me había costado tanto XD espero tenerlo listo mañana...";0
"191324";"¿Por qué los de Adidas no se enteran que los colores del son rojo y negro?";0
"191325";"de verdad no hay un solo jodido día que no me lleve ningún comentario por mis uñas cuando no son de color negro";0
"191326";"El martillo en la Sudaca de Mario, si señor.";0
"191327";"Estoy loca pero es que tengo mucha mierda y a si acabo antes 😕";0
"191328";"si Inés es una mala puta lo que tú eres no tiene ni nombre en castellano";1
"191329";"Terrible la muerte a los 46 años de la ex ministro socialista Carme Chacón. DEP mi sentido pésame a la familia del";0
"191330";"Son moromierdas, o musulmonos, entonces no pasa nada, ni los molestéis y de fotos nada, y de protestas por las guarras Femimarxistas, ni están ni se las espera.";1
"191331";"Morite vos hijo de re mil puta podes dejar de inventar tweets MERECES QUE TE ROMPAN LA CABEZA A MARTILLAZOS Y NO EX…";0
"191332";"me habías hecho unfollow? Mamón?";0
"191333";"Vale. Donde ponemos las vallas con las concertinas electrificadas de 50 metros? Habrá que negociar la CCAA de Tabarnia y sus ftonteras";0
"191334";"lo siento estimad vecinos catalanes, bienvenid al club!!tod tenemos fachas en tierras!";0
"191335";"odio empezar a hablar con un chico y que me de buena impresión y a medida que pasa el tiempo sea un subnormal";0
"191336";"Claro que te odio. Tu no quieres que se entienda el catalán en Catalunya. Te odio con todas mis fuerzas…";1
"191337";"Cállate perra y ven a calentarme que hace frío. PD. Te extraño.";1
"191338";"Toy feliz porque me voy a comer 12 empanadas árabes viendo naruto";0
"191339";"Mao Baoli: El ex policía gay que ocultaba su homosexualidad y ahora es millonario con su app de citas";0
"191340";"Inmigrante da una brutal paliza a una joven por no dejarse besar en Ciudad Real. lo peor que no han salido a la calle las feminas del Twitter que tanto se indignaron con la salida de La Manda a la calle.";1
"191341";"Y el alcalde de Vigo es del PSOE, se van a poner finos los fachas";0
"191342";"👞La huella dejada por los árabes en Al-Andalus, es decir, en España";0
"191343";"Que caiga todo el peso de la ley y después nada de regalarles un piso. Deportacion y prohibición de entrar en España 10 años. Detenidos 10 inmigrantes por “organización criminal” para saltar la valla de Ceuta";1
"191344";"putos canis-traperos, sois simples fotocopias";1
"191345";"Puta, cállate 😭😂😂😂";1
"191346";"A ver cielo, ¿sabe tu coño a la polla de mi marido?, porque si es así... también me lo comeré muy a menudo";0
"191347";". lo tercermundista es tener en España a un tipejo comunista pro ETA antidemocratico como tú";0
"191348";"Si atacas las instituciones de gobiernos ""enemigos"" te da cobertura TVE. Si escribes algo fuera de tono contra las de aquí, eres terrorista.";0
"191349";"Uy, mira este huevo que sale premio. Y el gilipollas gay pone la cara. Es matador!";1
"191350";"Ampliamos más datos con : Detenidos por “organización criminal” 10 inmigrantes que saltaron la valla de Ceuta en julio";0
"191351";"Y lo dice orgulloso, oye. No creas que le da vergüenza de presumir de ser xenófobo. Por suerte esta escoria son minoría.";1
"191352";"Justo en París!!! Hay unos baños públicos (tipo químicos) y en casi todas las cuadras, que se limpian solos luego de cada uso! Cuando fui, estaba ocupado, al ratito se pone verde, entro y todo el piso mojado con olor a limpio. A la sudaca se le caían las lágrimas!";0
"191353";"metete en la cueva con los otros maricon";1
"191354";"Estos imbéciles HDLGP de Alianza País no trabajan y no dejan trabajar, son una maldita escoria!!";0
"191355";"No te lo mereces perra";1
"191356";"CÁLLATE...PERRA";1
"191357";"Los taxista de Barcelona dañan al turismo, los inmigrantes subsaharianos que saltan en las playas No. Telecinco y otros ¡ panda de capullos ! .";1
"191358";"jódete pedazo gordooooo. Llora mamona. Jajajajajajjaa";1
"191359";"Coño que callados estáis 😂😂😂😂😂";0
"191360";"Empezando por la follada de boca que te hice donde escupias llorando y seguian chupando como una loca hasta los mismos huevos";0
"191361";"mira grandísimo hijo de puta, mal parido, rolo de cabron tú eres una grandísima plasta de mierda que solo pusiste al becerro de Maduro acabar con la economía de vnzla";0
"191362";"AH, YO SOY AKI, ENCANTADA FUMIKO. //comemela";0
"191363";"Hasta el mongolo este lo ve, nen. Llegan tiempos de gloria.";0
"191364";"Pero vamos a ver subnormal si La Falange de Jose Antonio era…";1
"191365";"y tienen razón, los inmigrantes vienen a imponernos sus costumbres";1
"191366";"Tengo ganas de hacer el subnormal en gta pero el mas nuevo que tengo es el San andreas, que mierda de vida xD";0
"191367";"PERO CALLATE HIJO DE PUTA. A VOS TE TENIAN QUE CAGAR A PIEDRASOS AYER, NO A UNOS PPBRES POLICIAS QUE NO TENIAN NADA QUE VER";0
"191368";"pero so monguer, que le den al competitivo y juega por pasarlo bien, Diego y yo últimamente jugamos solamente contra bots y ni tan mal";0
"191369";"Viendo videorebieus 8 años después me pregunto porqué hay tanto retrasado ganando pasta en YT cuando los GENIOS son ignorados...";0
"191370";"Y tú eres una puta mierda que solo sirves para decir gilipollas y q gente como tú te den la razón, que vivan las fiestas y más las d pueblo";0
"191371";"...Convierta el día de la mujer en el día del feminismo, son cosas diferentes.";0
"191372";"Que dice el hijo de un general franquista que los demás son colocaos...";0
"191373";"Tú eres un guarro que no sabes de nada es más te tienen que llamar porque otra escoria más";0
"191374";"No sabía que se podía ser tan subnormal :O";1
"191375";"Mi papá me acaba de enseñar un video de una perra estresada y me dijo que era yo. 🙄🙄";1
"191376";"La extrema derecha no engaña ya a nadie y menos a los que trabajan en ordenar la identificación, traslado ... Guardias civiles de la valla de Ceuta sospechan que Rivera y Casado visitan la frontera sur solo para “hacerse la foto” vía";0
"191377";"Uy mejor me pongo a ver tu tw en vez de ver Teresa, tu eres la mas perra";1
"191378";"(no te sale porque soy SUBNORMAL jajajajajajaj) perdona, un lapsus";0
"191379";"Los bíceps solo se lucen en verano mamon jaja";0
"191380";"me he despertado con muchísimas ganas de: pedirme un happy meal y de pegarle a alguien en la cara o en la polla";0
"191381";"200 inmigrantes saltan la valla de Ceuta y dejan varios agentes heridos por cal viva. ¿Irresponsabilidad política? La GC y CNP son los mismos, por lo que solo puede ser lo 1º";0
"191382";"9. Malo como él solo y subnormal como él solo. El tuitero madridista que peor me cae.";1
"191383";"[29/10 14:01] Kundogan: Yo no estoy hablando contigo cállate la puta emoción";0
"191384";"Eso y más mereces por perra";1
"191385";"Acabo de dar mi opinión en una noticia sobre videojuegos y la primera respuesta que he recibido ha sido ''Feminazi''. OC.";0
"191386";"Como escuece perro. Vete a chuparla a Artur Más o a tu Puta madre ya y callate.";0
"191387";"Que por enseñar el canalillo me llamen puta, enserio no saben lo que tienen en casa";1
"191388";"el político y el organizativo, que son los fundamentales. Creo que en los de igualdad y ético no hay grandes diferencias.";0
"191389";"Mira listo, que eres listo, hasta cuando el franquismo estaba en plena decadencia el Barsa le daba medallas";0
"191390";"Cállate tú vende patria hijo de tu maldita perra madre q te trajo al mundo.. te hubieras ido con todo y placenta al infierno";1
"191391";"Pero que tienes en la cabesaaaa?(con voz de sudaca de mierda)";0
"191392";"[NUEVO POST]: ""Un agujero negro vaga solo por el espacio devorándolo todo a su paso""";0
"191393";"Tu eres tonta, muy tonta ojala que mueras zorra";1
"191394";"Rescatan a 61 indocumentados";0
"191395";"Tu eres mio puta y te callas cabron";0
"191396";"Político, no se esfuerce...las portadas que nos gustan son de BALONCESTO";0
"191397";"Seguro que si dijeran I am American, quedaría más 'cool' no? Esto te parece como muy facha...";0
"191398";"Oiga ¿y todas las victimas de acoso y violacion consecuencia de la espiral de violencia desatada por para desviar la atención del fraude de 2006? Esas que no tienen voz por no ser figura pública ¿usted ahora sí las va a represen";0
"191399";"Gru mi la obra se llama la puta y el maricón";0
"191400";"Estoy emocionado como puede haber tanta hermandad entre arabes y judios... A parte la barbarie, solo el odio puede unirles...";0
"191401";"Menos mal que el ínclito Marlasca nos ha abierto los ojos !! TIENE LA CULPA DE LA INVASIÓN DE NEGRATAS !! Éstos Psoepodemitas no tienen arreglo !!! DIMISIÓN YA !!!!!!!!!!!!!";1
"191402";"En realidad, ""negrata"" prácticamente no ha existido en español: se ha creado como teóricamente equivalente a ""nigger"", pero carece de la fuerza peyorativa de éste y de la extensión de su uso";0
"191403";"Por violación y Acoso sexual";0
"191404";"¿Pero tú eres así de subnormal siempre?";1
"191405";"Cállate hija de puta. Esto lo fomentan ustedesm";1
"191406";"como estáis tan evolucionados culturalmente le recordais a cualquiera cuales son las normas cívicas. Españoles, negros y árabes sin excepcion, yo no he visto españoles poniendo pies en asientos. Negros y árabes bastantes.";1
"191407";"Que te den por culo, hijo de la gran puta, a mamarla, puto indio";1
"191408";"Callate, hijo da puta";0
"191409";"😂😂😂😂 mi padre es de terminar los mensajes con 200 emojis aleatorios xD";0
"191410";"ya cállate puta ni eres oficial";1
"191411";"No hagáis caso a estx opresor chicxs. Es unx fascista";0
"191412";"ESTA SABANDIJA INFECTA ULTRADERECHISTA?????";1
"191413";"Lo único es q vuelva a definirse con el apelativo despectivo ""payo"" (sic) con el q nos denomina una minoria. Es como si el cómico fuera argentino y utilizara el término ""sudaca"" para identificarse en su propio país. Por lo demás, no dice nada q sea incorrecto.";0
"191414";"Cuando venga a Uruguay yo le voy a enseñar a decir 'lo siento, perra' ahre";0
"191415";"Miserables, izquierdistas y el uso político de la muerte vía";0
"191416";"claro joder además te entrena el culpo para cuando te de tu amante homosexual";1
"191417";"Hoy clama contra el tras el caso de los ex jugadores del club.";0
"191418";"Llámame loco, pero viendo el resumen de artistas y canciones cualquiera diría que eres gay y todo.";0
"191419";"Que pena que haya gente tan hija de puta capaz de abandonar a un perro en plena calle. Un tiro en la cabeza es lo que mereceis";0
"191420";"Será eso de ir a la moda si o si.. Tal borregos.. A parte que alguna es más falsa que la promesa de un político";0
"191421";"es que básicamente si amas España y estas orgulloso de haber nacido aquí eres facha...estooooo NO";0
"191422";"Cállate hijo de puta te insulto como vos lo hiciste con el Pte de Cámara De Diputado cargo q te queda grande imbecel trepador y traidor no te quieren ni tus hijos SORETE";0
"191423";"El bloque independentista hemos sumado 100.000 votos más que en las pasadas elecciones. Para que luego digan que nos han ganado. Ups!";0
"191424";"Boca ya estaba clasificado para el repechaje por ser el mejor argentino en la Sudaca 14 (Riber ya estaba clasificado) pedazo de pelotudo. El q entro de rebote fue Estudiantes. Averigua un poco";0
"191425";"–Apoyemos nuestro cine! +Cuál, el español? –No digas esa palabra! +Cuál, España? –Cine independiente, facha! +Sin subvenciones? –Neoliberal!";0
"191426";"Se debería incluir en las escuelas la asignatura del Islam, ya que para el 2050 España será mayoría musulmana, y así empezar a adaptarse.";1
"191427";"Tu clase trabajadora ha votado masivamente a la ultraderecha españolista con una bandera rojigualda así de gorda. Y no os ha votado a vosotros, paladines de la lucha obrera. Me explicas por qué? Por qué les dejáis en manos del fascismo? Inútiles?";0
"191428";"Mira cómo Allen vuelva por el subnormal del gafotas me mato.";0
"191429";"Velaske yo soi facha? Velaske Por que no me vota a mí Velaske";0
"191430";"Alrededor de 200 migrantes cruzan la valla fronteriza de Ceuta va Pedro, pide otro Aquarius, quita concertinas, abre fronteras y, todo en nombre de los DDHH, de los inmigrantes ilegales claro est. A ti, te duelen ms las heridas";1
"191431";"NO A VER CALLATE VALE ME CAGO EN LA PUTA SIGUE Y CALLATE VAMOS ESCRIBE BASTA DE DOLOR EN EL PECHO";0
"191432";"Ehm hola lo de la reinhumación de los muertos del franquismo !!!!!?????";0
"191433";"Los leds rojos de la parte delantera son los de El Coche Fantástico";0
"191434";"Simplificar palizas homófobas a ""hay tontos en todos lados"" muy bien siii";0
"191435";"GLENN ERA MI FAV PERO... MICHONNE ES UNA MUJER NEGRA INDEPENDIENTE CON MALA HOSTIA ⚢💜";0
"191436";"Sr Azpitarte es usted un demagogo y sobretodo un ignorante, venga usted si tiene valor y pongase en la grada mañana...acepte el reto";1
"191437";"2 VENEZOLANOS SORPRENDIDOS ROBANDO ESTAN EN LA CASA DE PAZ NOCTURNA DE CALIDONIA SIN PAPELES MIGRATORIOS DONDE ESTAN LOS INSPECTORES DE MIGRACION EN ESTOS MOMENTOS? LOS 2 LADRONES VENEZOLANOS EN ESTE MOMENTO ESTAN EN LA CASA DE PAZ NOCTURNA DE CALIDONIA";1
"191438";"Callate que nos amas perra en celos";1
"191439";"Dende Marrocos, o poeta, crítico de cine e activista Mohamed Abid. Acompañaranos neste V Poemagosto 2018 para achegar a beleza da poesía en lingua árabe. No vídeo, gravado hai uns días no…";0
"191440";"El trastornado, el tarado inadaptado solitario del barrio marginal.";0
"191441";"madre mía Gustavo.. cállate la puta boca de una vez si no quieres hacer más daño. Todos los hombres son gilipollas perdidos no saben medir hasta dónde se puede hablar y hasta donde no si no se quiere hacer daño.";0
"191442";"Es como ""en todo caso llamame feminazi porque me estoy metiendo con los hombres segun tu, no admitiendo su superioridad XDD""";0
"191443";"Así como tú eres maricón y puta tapiñada 🤣 tu obsesión solo produce risa.";0
"191444";"No hay nada peor que la pérdida de la patria. Encarnando el caso de los miles de refugiados sirios en el campamento de Za'atari, las pinturas fueron realizadas con detalle poniendo...";0
"191445";"200.000 votos menos (un 5%), pero 5 escaños más. ¿Qué sentido tiene esta ley electoral? Proteger el cortijo independentista.";0
"191446";"Todo muy logico, que escoria de gente...";0
"191447";"Por lo del productor que acusaron varias actrices de violacion o acoso. Una dijo que meryl sabia y no dijo nada, Meryl despues dijo que era mentira que nunca supo nada y ahora en eeuu hay pegados carteles en contra de ella";0
"191448";"Y TODAVÍA QUIERE IR A LA SELECCIÓN, ESTÁS BONITO, QUE TE TIENEN MÁS SUBIDO QUE...CORRE A ECHARTE CARRERAS CON EL PORSCHE ANDA SUBNORMAL";1
"191449";"El feminismo lucha POR TODAS LAS MUJERES. Por las delgadas, las gordas, las que tienen vagina y pene, las femeninas y las que que no lo son.";0
"191450";"Con el escrutinio prácticamente acabado, el bloque independentista mantiene la mayoría absoluta y Cs gana en escaños y votos";0
"191451";"SON TAN IMBECILES LOS ROJOS COMO LOS MUDOS, UNOS X NO ROMPEN UN PLATO Y LOS OTROS DISPARAN A LA CABEZA, SAPEAN Y SAQUEAN A DONDE LES LLEVEN";1
"191452";"La falsa portada de la falsa revista dice Pop Singer. Puta, ¿no hubo imaginación ni para inventarse un nombre que rimara con Britney Spears? ¿Linsdsay Steers, Whitney Beers, Shitney Shits?";0
"191453";"Toda la puta vida las tetas fueron y serán tendencia, y si buscan excusa para enseñarlas, mejor, que coño tanta tonteria.";1
"191454";"Pegatina MADRID, FASCISTA Y MADRIDISTA";1
"191455";"Verde cielo, azul platano, rojo cespez... ¿Eres un ... — Una piedra trajeada surcando las rojas praderas, ma...";0
"191456";"nooo reinos de taifas es la deformación de historia de una época muy libre y culta de España... deformación fascista";0
"191457";"Las ridículas de mi TL que juzgan qué es o no acoso mientras ellas no lo experimentan. Midan con su feministómetro en otro lado, BAI";0
"191458";"hay que cortarle los huevos con un alicate a los que dicen que las mujeres denuncian acoso y violación solo porque el tipo es feo.";0
"191459";"me estoy poniendo negra, lo voy a quitar, es asqueroso";0
"191460";"Es el colmo, si fue ese miserable el que dijo que Lluis llach estaba más cómodo durante el franquismo!!!";0
"191461";"Han puesto la pantalla en negro para la escena de mierda y se ve mi cara todo lo done con la vida";0
"191462";"Igual lei que le decian perra a laurita ipocrita que no se merecia el bailando cornuda muchas cosas feas y lei cosas de las fans de lau tambien es horrible";0
"191463";"Mucho mamón con cara de conejo es lo que anda suelto.";1
"191464";"200 inmigrantes saltan la valla de Ceuta y hieren a 7 agentes. No os olvidéis ahora darles techo, comida, agua y una paguita mensual.";1
"191465";"Y yo a ti, que parecías una magdalena marica.";0
"191466";"Lo dices por el casoplón de Iglesias? tan bueno ellos que hasta tienen inmigrantes recien saltados de la valla de Ceuta viviendo en la casa de invitados de ""los Iglesias"".";1
"191467";"Siempre te hago el aguante callate, mña si perra";1
"191468";"Perra agradece que te tire el licor en la blusa te lo merecías en la cabeza hp 😂🤦‍♂️ antes de hablar de mi...";1
"191469";"""Islamofobia, una palabra creada por Fascistas, usada por cobardes para manipular idiotas"" Andrew Cummins";0
"191470";"Iusport: << El israelí Gilady seguirá en el COI pese a las acusaciones de acoso y violación >>";0
"191471";"Arabe de Papichamp ft Ecko es un temazo desde el inicio pq el chabon arranca con un DIMELO GUACHO";0
"191472";"Callate que una esta ahora en el pueblo acompañada de un pajaro y una perra";0
"191473";"callate puta mal parida perra re culia inconciente callada deberias estar maldita";1
"191474";"jajaja que hiciste mamon";0
"191475";"no, sólo yo que eres muy tonto e ignorante, un facha arquetípico.";1
"191476";"ños Yo ya he firmado el manifiesto de para proteger a los niños refugiados. Súmate.";0
"191477";"Exacto. Guarra y egoísta, que el que venga detrás se busque la vida.";1
"191478";"Acabo de escuchar a Casado diciendo que hay DECENAS DE MILLONES de subsaharianos ahora mismo reuniendo dinero para venir a Europa. No sé qué me asusta más, que este idiota diga esas cosas o que haya tantos tarados deseando creérselas.";0
"191479";"Echenle un ojo a este especial que armé para ¿Hubiera sido bueno respetar el look güero de o esta bien el look Tritón motociclista?";0
"191480";"En el día de hoy, cautivo y desarmado el Ejército del 155, han alcanzado las tropas Independentistas sus últimos objetivos electorales. Cágate lorito.";0
"191481";"tu eres d siempre zorra";1
"191482";"Ay ya callate mejor perra ve a decir eso afuera de Twitter";1
"191483";"El acoso sexual empieza a destaparse en la industria musical: poderoso magnate acusado de violación por varias ...";0
"191484";"El Gobierno negociará con las comunidades el reparto de menores inmigrantes vía";0
"191485";"Tengo tantas ganas de que empiece ENCIMA QUE ESTE PUTO AÑO ME LA HAN RETRASADO Y MENGUADO YO ESTO NO SE LO PERDONO";0
"191486";"—Me voy a pescar a Toledo. —¿Al Tajo? —No, al río, mongolo.";0
"191487";"Y lo dice un seguidor de un club cuya afición ha hecho una proclama pública contra los árbitros. Tu eres tonto.";0
"191488";"Y ahora, por si la abuela no se había puesto interesante aparece el Rojo pájaro charrán en ""vuelo rasante"" a la mierda.";0
"191489";"tu eres puta yo cobro mas no me hables de moda no tienes cashh";1
"191490";"¡ESTÁ CLARO! Monseñor Diego Padrón: Constituyente impondrá una dictadura militar, socialista y comunista";0
"191491";"No me faltaba a mi otra cosa que rayarme por ese subnormal";1
"191492";"Esto ya no es de recibo,que los devuelvan por violentos 200 inmigrantes saltan la valla de Ceuta hiriendo a varios guardias civiles Enviado desde";0
"191493";"Señores Haro y Catalán, tengan ustedes más la cabeza en pactos mientras el , en fútbol y basket, no deja de hacer el ridículo.";0
"191494";"Pásate al lado panchito wein.";0
"191495";"mamón yo voy el 23 qué descoordinación es esta???";0
"191496";"pues comemela";0
"191497";"Esta tarde estaba enseñándole los funkos nuevos a con la vitrina abierta y mi perra se ha estampado contra la puerta de cristal 😂";0
"191498";"Acabo de leer en Facebook un comentario defendiendo que Mussolini era un socialista revolucionario y por ende, fascista. Enough for today.";0
"191499";"Vanessa Diamonds ( tengo que especificar entre mis Vanessas) lo que necesita es un negrata rico, como su heroína la Jenner. Que haya mucho postu pero que a la hora de la verdad la tenga pequeña.";0
"191500";"ya, pero gano , maricon";1
"191501";"Callate perra, me das asco ya deja de chuparme las bolas";1
"191502";"""200 inmigrantes saltan la valla de Ceuta y dejan varios agentes heridos por cal viva"". El Presidente del Gobierno y el con su política buenista, facilitan estas agresiones continuas. No creen en la ni en la";0
"191503";"Ya te dije que te calles puta prra sucia de panocha apestosa.";1
"191504";"sabes que se presentaron en un concierto diciendo hola, somos fascistas, :____)";0
"191505";"QUE LE QUERIAN NOMINAR FIJO POR LA PUTA LISTA DE PRODUCCION TOMA JODERSEEEEEEEEEE TODOS A NOMINAR A QUIEN LO MEREZCA";0
"191506";"Muchas veces la única manera de hacer frente a la vida es poniéndote una minifalda y pintàndote como un putón.";0
"191507";"Dios mi madre es subnormal en serio";1
"191508";"Callate, enferma hija de puta. Uds provocan la violencia.";1
"191509";"Luego diran que la gente no va balaidos pq no hacia aficion o amor por el club, No sera que las instalaciones dan miedo";0
"191510";"La mujer: acoso, abuso, violación, violación seguida de muerte, golpes, fuego, maltrato psicológico, femicidio, condena social, le paso por puta, provocadora, desigualdad laboral, igualdad de responsabili";1
"191511";"Se puede ser más gilipollas que y sus ex consejeros-palmeros? He visto a un retrasado mental, poner una canción en el móvil al final de una rueda de prensa; y casi me da un parraque de la risa";1
"191512";"Sabes como va a sonar árabe este finde jaja temazo";0
"191513";"Berriak / Noticias Chomsky entrevista, La nada terrorista de Alsasua, Suspenso en violencia género";0
"191514";"(+) jonghyun ha sido una de las putas mejores personas que vas a conocer en tu puta vida, no merecía por lo que estaba pasándo, y realmente no sabemos ni sabremos nunca toda la mierda por la que ha tenido que pasar para llegar hasta el punto de quitarse la vida (+)";0
"191515";"marico que arrechera cuando se tardan en responder";0
"191516";"CALLA O TE LLAMO FACHA";0
"191517";"Es como ver quien la tiene más larga con los comentarios homófobos. No sé si sois consientes de lo que estáis perdiendo la cabeza.";0
"191518";"Te va a llamar ""maaaaaricón"" y lo sabes. Y la verdad es que semejante fotito... Jajajajajajaja";0
"191519";"Guay entonces, ya sabes que aquí estoy reinona";0
"191520";"Cerda,envidiosa,que te vaya muy mal tu puta vida no te mereces ni el agua que bebes";1
"191521";"Cuando Aly dice algo es una macarra. Pero os gusta gente como Aída y Abad que son homófobos y demagogos 😌";0
"191522";"Extraño las donas que vendían los árabes en mi universidad 😭";0
"191523";"tu vete a la verga, puto sudaca";1
"191524";"Cambio de junta directiva club activo 20-30 Colon Sur en Club Árabe";0
"191525";"A parte de que el PSG hace el subnormal, el robo es espectacular.";0
"191526";"HIJA DDE PUTA TE LO MERECES POR TOFAS LAS VECES QUE LO HICISTE";0
"191527";"Si un diutado del PP dijese que Wyoming, Évole o Ferreras ""Es una vergüenza"" lo tachariais de fascista para arriba... 😑";0
"191528";"tu eres lesbi Ana xk no as probaddo mi polla";1
"191529";"ayer uno de mi clase me dijo puta feminazi jajajaajjjjj";0
"191530";"En españa la emigración no es masiva, la inmigración sí, y debido al cierre de fronteras de Italia. Ahora la ""única entrada a Europa"" es a través de España, y se ha estado notando en las fronteras de Ceuta y Melilla, se hecho, se espera un salto masivo a través de la valla.";0
"191531";"El nazismo sí porque se basa en valores fascistas, racistas y discriminatorias. El comunismo no predica eso.";0
"191532";"¡Cal viva, coño, que nos están invadiendo valiéndose de armas químicas, que no es ninguna broma! Y aquí hablando de lo malucas que son las concertinas. ¡Es que hay que joderse!";0
"191533";"Cállate tu !! Perra";1
"191534";"¿se sentirá alguien libre de llamarme puta por enseñar un pezón?";1
"191535";"""Pablo Casado acusa a los inmigrantes de las altas temperaturas porque """"el negro atrae el calor""""";1
"191536";"Joder, no esperaba que el final de la 5T de Subnormal Profundo fuera tan previsible.";0
"191537";"¡Un mundo de rubios; dominado por un moreno! (El gran dictador)";0
"191538";"Biennn rojoo la puta madreeeeeee!!!!! Felicidades a todos los diablos!!!! Se lo merecian con todo!!!";0
"191539";"NI MACHISMO NI FEMINISMO EL PUTO ARGOS ES DE DALAS FIN DE LA HISTORIA LOOOOOOOOOOOOOOOLLLLLLLLLLLLL";0
"191540";"Tu eres de los culeros a los que les tengo que agradecer estos aumentos no? Hijo de tu puta madre, por culeros priistas como tu, es que nos imponen estos aumentos de mierda, gracias hijo de tu puta madre!";0
"191541";"En ese caso no se que decir, me cuesta creer que Dalas haría eso, es un poco subnormal pero t…";0
"191542";"A coño que eres de los fascistas. Entendido todo ahora .";1
"191543";"CALLATE YEGUA, MALDITA PERRA AHRE";1
"191544";"Qué profundo dolor la muerte de . No puedo creerlo.Gran mujer y gran socialista.";0
"191545";"joder, vale, eso será parte de la gracia, pero una cosa es eso y otra que sea un jodido retrasado como el otro";1
"191546";"JAJAJAJA No marico, ya mañana olvidense de mii.";0
"191547";"Adelson, la ultraderecha cristiana y el freno a Irán: los tres motores de la decision sobre Trump sobre Jerusalén, por vía";0
"191548";"callate de una vez perra en celo";1
"191549";"Marina hablando gabacho con los gabachos mi tipo de contenido";0
"191550";"Estos árabes le andan metiendo duro a la publicidad de sus canciones en YouTube.";0
"191551";"No fue de violación ni de acoso ni nada, sino de irresponsabilidad y ni siquiera da la cara";0
"191552";"Cállate perra";1
"191553";"Lavar los platos reduce el estrés' Les vendrá bien después de pensar más de 10 min seguidos (Tampoco hará milagros)";0
"191554";"aro x eso la mitad de la afición son chinos ke solo se dedican hacer fotos.. aquí nos gusta más el espectáculo de animar xd";0
"191555";"El 155 lo frena, pero después del 21 D ¿que pasará?: 1 NOV. 2017: Así es el agit-prop independentista en internet que paga la Generalitat";0
"191556";"Si en algún momento entra la dictadura fascista en Venezuela éste país desaparecerá del vocabulario del PP y C's. Fijo!!";0
"191557";"Los gringos ya nos descubrieron!!!!!!! Saben que mandamos indocumentados a Arizona, Texas y California con el fin de colonizar y recuperar esos territorios F%U% %&amp;$K";1
"191558";"Uno no sabe con certeza, si el pensamiento del árabe repasa las cosas que ha visto, o las que aún le queda por ver...";0
"191559";"Para los monguers indocumentados que piensan que trump es un blanco supremacista, su hija esta casada con un judio y los bobos difamando a europa y a su propia gente por culpa de nazis y sionistas.Dais verguenza ajena goyim";1
"191560";"Más negro que los cojones de Machin";0
"191561";"Encima le dan un toque a Alyson por escupir en un fregadero y a los otros nada con los comentarios homófobos. Hijos de puta.";1
"191562";"No puedo creer que esto sea verdad. No entiendo que coño pasa en el mundo";0
"191563";"Por favor, un video con el extraterrestre que baila con la musiquita panchi!";0
"191564";"Retweeted Toni ❤️💛💜 ( ): El miedo y el silencio es la mejor arma facha! ...";0
"191565";"Encontré mí billetera con toda la plata, todos los documentos y tarjetas. EN TU CARA ZORRA";1
"191566";"Callate puta cerda xao t odio puta chuky";1
"191567";"Mejor callate basura las mierdas como tu no deberian de existir perra tu y tu familia";1
"191568";"¿Hasta cuando podremos soportar la iniquidad, la injusticia, la inmoralidad, y el desprecio fascista de un PP podrido y maloliente?";1
"191569";"Leopoldo sigue estando SECUESTRADO por el DICTADOR, OPRESOR y ASESINO del ORANGUTÁN de Nicola Maduro!!!";1
"191570";"Tras la purga de el govern queda purificado de charnegos";0
"191571";"Pillan al cuñado de Arrimadas llamándole ""facha"" en Twitter. Por vía";0
"191572";"Tu eres tonto y no tienes ni puta idea de fútbol, payaso";0
"191573";"puta hetero que te calles";1
"191574";"😱 noo callate perra que estoy buscando algo para poder dormir jajaj";1
"191575";"Saúl un puto crack,lo que pasa que con el cholo ta más amarrao,no lo deja soltase....Delofeu na,espero…";0
"191576";"No diré que no le han echado cojones el Barça pero espero que aquellos que hablan de arbitrajes y manos negras se metan la lengua en el culo";1
"191577";"O estoy ciego y no me veo, o me he vuelto facha 🙄";0
"191578";"es muy obvio q van a perder mi hermana es una puta y tu novia es él";1
"191579";"Os habéis dado cuenta de que podríais pintarle una polla en la cara a un vampiro dormido y se pasaría meses con ella?";0
"191580";"Por suerte no le gustan los tatuajes, más vale q no te hagas ninguno en la cara porque te pego";0
"191581";"pues abre grande el ocico perra que te la voy a meter y me vendre en tu cara de zorra pendeja sin dignidad";1
"191582";"El feminismo también lucha contra comentarios de mierda de este tipo. Porque mira que yo sepa los chicos se lavan el pelo también";0
"191583";"a los Nazis Sudacas!!!";1
"191584";"Hijos de puta,te mereces lo peor del mundo junto con los desgraciados que te rodean,ladrones,malandros";0
"191585";"cómeme el coño puto maricon";1
"191586";"DIOS ODIO A DALAS QUE TIO MAS SUBNORMAL";1
"191587";"Le pega 16 tiros y le grita ""No te muevas"", menudo subnormal.";1
