Hispano1059|Esta pájara, a la sombra ya, seguro que se le quita la prepotencia.
river|El PSOE tiene que lavarse la boca cuando hable de guerra sucia, respecto a la fontanera, lo sensato es pensar que si el PSOE no hubiera tenido nada que ver, la hubiera expulsado inmediatamente, si ha tenido que ver lo esperado es lo que ha sucedido, que parezca que ella pide su baja voluntariamente, y muerto el perro se acabó la rabia, el partido se libra así de este marrón, o eso creen, ya veremos.
nedense|Aparece Aldama defendiendo al PP,la policía golpista queda bien en Madrid y telemadrid con sus fanáticos pero en el norte crea una gran división y la gente no cree en España porque no existe,es el Reino de Madrid,la prensa Madrileña,el PP que es el partido de Ayuso y de Madrid, en el norte repito no tragamos y este este país gracias a Madrid y sus medios afines y la policía golpista no tiene sentido en mi tierra y cada vez más la distancia es sideral entre Madrid y la idea nuestra entre una convivencia que hoy por hoy es imposible,así que a tomar vuestras cañas madrileñas,ser los más chulos que los demás somos aburridos y muertos de hambre,que disfrute Ayuso de su fruta y su ático que aquí tenemos desde hace años,en todo el norte,una idea clara de los madrileños,en mi tierra se llaman fodechinchos y son los extranjeros menos queridos,pues seguir con vuestros medios de comunicación que habéis matado a España,ya no existe,es el Reino de Madrid y la princesa Ayuso
JIMA|@LaManifestaciondelosgolpistas #346 Cerrar Los fontaneros mediáticos del dúo neofascista pp-vox,siguen vomitando lodo contra Leire Díaz y el psoe. Escuché a esta señora y todo lo que dijo me pareció sensato. Ella hizo un pequeño resumen de las acciones de la "diabólica policía y guardia civil patriotica" contra los rivales políticos del putrefacto pp-vox. En ese contexto explicó las grabaciones manipuladas del confidencial del lodo y otros medios integrantes de la maquinaria del fango. El único partido en democracia que creó una policía patriótica,cloacas y dossieres secretos fue el pp. Que a un votante del PSOE algo le parezca sensato después de justificar pactos con prófugos y terroristas no aporta nada a nadie.
uno_que_pasaba|@ADELE_ #371 Cerrar @ Alain_Petit # 349 Tan divertido como en julio de 2023, señor? ¿Que en julio de 2023 ofreciese su ropa interior y pagase con la nuestra te hace gracia? Bueno, cuando Junts olió la tuya dijo "ésta no, gracias"
segoviano|Señores periodistas, tenéis que tener un poco de dignidad con vuestro trabajo, cada vez que alguien, sea político o no, y vaya a dar una rueda de prensa, si no admiten preguntas no asistir, así podréis ejercer vuestra profesión con dignidad.
tienesrazon|¿Algún rojo puede explicar cómo es posible el silencio estruendoso de Sánchez?. Todo el circo es para tapar su corrupción, ¿no creéis que debería decir algo?. ¿Es tan cobarde como corrupto?.
AdPS|@ADELE_ #327 Cerrar @ AdPS # 291 Encuesta de El Mundo: un 99% de sus lectores piensan que Mazón ahogó erótico y lamentan mucho no haber estado en Valencia aquel día. Morir por el Partido Popular, qué gozada. jajajaja, vale, esta te ha escocido por la respuesta ... que me parece bien cariño, pero cuando atines con lo que crées que pienso tú no te preocupes que te lo diré. De momento sigues yendo mal ... tú no dejes de intentarlo campeona.
AFALEADOR|El problema es que a los 8 millones de votantes socialistas les daba igual lo que dijera esta tipa. La iban a creer, incluso si hubiera dicho que Franco había resucitado.
AdPS|@ADELE_ #324 Cerrar @ AdPS # 294 Vale, pero deje de llamar a Tejero "Mi erótico novio". Intente ser mas demócrata. No, en serio, hoy no estás fina, ni una gracia buena te has marcao.
alataquel|@ADELE_ #336 Cerrar @ tienesrazon # 326 No hombre, lo normal es que seis meses después Mazón todavía no se haya reunido con las víctimas de la Dana. El PP asesina y después amordaza. . Como siempre, y ante la falta de argumentos, por los "Cerros de Úbeda". Aún estamos esperando a la"Comisión de Expertos" del COVID, a que nos den algun tipo de información a cerca de lo que pasó antes, ya sabes, los correos que le mandó la OMS a Narciso, y durante la pandemia. Del resultado que no se preocupen, ya sabemos más o menos, los miles de muertos que hubo. Mic mic.
charly6601|Se justifica diciendo que sole era una periodista haciendo una investigación pero luego ante sus supuestos colegas no acepta preguntas ¿¿??? Se puede tener más morro??
conmundo|Españoles...ahora van entendiendo porque dos pises muy ricos fueron hundidos a la miseria socialista Argentina y Venezuela....solo que España no tiene vacas, tierra rica, petróleo , gas, uranio, ni cobre.....se hundirá en nada...y no remontara jamás....sin recursos....imposible...caldo zurdo
JPV|Gobierno histriónico plagado de corruptos. Hay que echarlos ya..
ntl|Está tardando en ficharla el Mossad: no sólo engañó a los mafiosos con los que se reunía sino que el psoe nunca supo lo que hacía esta señora a pesar de andar por Ferraz como Pedro por su casa y de que hace meses que El Confidencial publicó sobre sus andanzas. Grande. Reina, diva, diosa.
conmundo|Miente....miente Es como que el cocinero se pone a pelar patatas o cocinar gambas sin que se lo pida el chef.... Venga ya..cuentos a ilusos de Venezuela... A la cárcel por asociación ilícita y atentado a la democracia
JIMA|@mercurio1 #358 Cerrar Esto es normal en los partidos;si hay rotura de cañerías se llama a un fontanero,acaso el PP no tiene fontaneros?,sin duda que si,y algunos con condenas judiciales Pues habrá que acabar con esa normalidad. No? Ustedes tragan con todo lo que hacen los suyos.
Voxamnistiayreferendumpa2anos|Puffff ....voy a hacer palomitas ....por lo de Aldama y Leire....!!!
Masolta|¿Pero eximir de responsabilidad al PSOE por lo de la UCO?¿Pero jo quedamos, querida,en que era un ex agente de la UCO quien había amenazado a Sánchez con una bomba lapa, un sicario venezolano y los siete jinetes del Apocalipsis? Además de delincuentes,tontos.Ya no os aclaráis ni entre vosotros.Dignos inquilinos del número 13 de la Rue del Percebe.
PAUS|@Fasfas #337 Cerrar El gobierno no para de cruzar líneas rojas. Lo de la fontanera buscando trapos sucios. Ayer otra línea roja nueva, al negarse formalmente a rectificar el bulo, la falsedad, la falacia, la mentira difundida por tres ministros de que el capitán Bonilla había amenazado con poner una bomba lapa al presidente. Es intolerable. El gobierno ha dejado las líneas rojas atrás hace 150 kms al menos. Ya ni ve la línea
Cento|@ADELE_ #341 Cerrar @ Fasfas # 337 Y para colmo ayer volvió a bajar el paro. Como sigamos así Sánchez hunde el país. Necesitamos un nuevo líder, eficaz y varonil, como Mazón. Me alucina su gestión. Por gracia de la extrema izquierda comunista, terrorista y de vagos sindicalistas la renta per cápita disponible es menor. Ya tenemos bastante con un begoño enamorado.
Cento|@ADELE_ #342 Cerrar @ Srama # 317 Pues vete a Argentina con el zumbado de la motosierra, no sé. Mejor un viajecito a Arabia Saudí.
ADELE_|@Alain_Petit #349 Cerrar @ ADELE_ # 329 Anímate, mujer. No seas amargada. Que esto se pone divertido.. Tan divertido como en julio de 2023, señor?
angry|El PSOE ya es el "hotel de los líos" de los Hermanos Marx en su versión más cutre, el mejor ejemplo de lo que le puede ocurrir a una organización cuando es colonizada por un parásito depredador, auxiliado y apoyado por otros muchos parásitos que lo secundan y le ayudan a depredar el cuerpo del que viven.
Casilleros|¿Alguien se ha creído los argumentos de esta fontanería especializada en desatascos? Apestan ella y sus maniobras, propias de la mafia siciliana. No nos merecemos este gobierno miserable y corrupto.
El_futuro_ya_paso|Disculpen a @ADELE_ #336 Cerrar @ tienesrazon # 326 No hombre, lo normal es que seis meses después Mazón todavía no se haya reunido con las víctimas de la Dana. El PP asesina y después amordaza. , hoy no ha tomado la medicación y... ya ven. Disculpen pero no olviden pulsar el botón de denunciar.
eric_dolphy|Se rumorea que va a representar a España en el próximo concurso para Mis Universo.
pedro28|Los fontaneros del sanchismo han sido pillados infraganti, esperemos que la Justicia los ponga en su sitio.
PAUS|Joe que lío se ha montado no? Tanto calentar la declaración de esta señora y no ha dicho nada al final! Vaya esperpento todo. Sánchez. Se te ha ido mucho la olla. Convoca elecciones ya.
PAUS|@LaManifestaciondelosgolpistas #346 Cerrar Los fontaneros mediáticos del dúo neofascista pp-vox,siguen vomitando lodo contra Leire Díaz y el psoe. Escuché a esta señora y todo lo que dijo me pareció sensato. Ella hizo un pequeño resumen de las acciones de la "diabólica policía y guardia civil patriotica" contra los rivales políticos del putrefacto pp-vox. En ese contexto explicó las grabaciones manipuladas del confidencial del lodo y otros medios integrantes de la maquinaria del fango. El único partido en democracia que creó una policía patriótica,cloacas y dossieres secretos fue el pp. Si le parece sensato lo que hacia esta señora, está usted loquísimo
Lelonino|@ADELE_ #341 Cerrar @ Fasfas # 337 Y para colmo ayer volvió a bajar el paro. Como sigamos así Sánchez hunde el país. Necesitamos un nuevo líder, eficaz y varonil, como Mazón. Me alucina su gestión. La falsa propaganda del PSOE está dirigida a los bobos e ignorantes de la sociedad , se tragan todo .
lerougeetlenoir|@EL_AVISPERO #332 Cerrar Sigue habiendo borregos votando al PPSOE, Rajoy nos metió en este lío y Sánchez lo está rematando, pero a los peperos se les acaba de ocurrir que lo mejor es que esto lo arregle otro Rajoy ahora llamado Feijoo y después vendrá otro socialista peor que Sánchez y Zapatero, esto es como el día de la marmota y yo con 30 años pensando en largarme de este país porque tengo claro que no voy a estar 50 años pagando una hipoteca y todavía ahorrando para la entrada. Tienes razòn. Las ocurrencias y gintonics del vago nos trajeron esto. Y cuando llegan no se pide responsabilidad penal a ninguna de estas ra tas traidoras. Mucho hueco en la entrepierna y nada con q llenarlo. Y entre traidores y compplejos asì estamos
andres72|@ADELE_ #327 Cerrar @ AdPS # 291 Encuesta de El Mundo: un 99% de sus lectores piensan que Mazón ahogó erótico y lamentan mucho no haber estado en Valencia aquel día. Morir por el Partido Popular, qué gozada. EStás con Mazón como un perro con su presa. Has mordido hueso y no hay quien te distraiga jaja. Insiste, insiste, quien sabe si pronto tendrás otro hueso que morder.
Nuevo_vecino|Está señora, por llamarla educadamente, miente más que habla! Su credibilidad en este asunto es cero patatero ¿Qué le habrá prometido el dictador Pedro Sánchez I "el mentiroso"
AdPS|@masmas #312 Cerrar @ Adelita_rada # 192 tienes pruebas de lo contrario? ¿Y tú para confirmarlo? También se debe demostrar la defensa si no quieres que pueda haber una ligera duda o sospecha de que te están mintiendo ... ¡no perdón! se llama ahora "cambio de opinión". Imagino que después de tragar tanta mentida desde el famoso programa político de líneas rojas para luego utilizarlo en l inhodoro como papel ... ha debido sentar de maravilla. Vamos, que lleva 7 años de no tenerlo nada claro, no me fastidies
mercurio1|Esto es normal en los partidos;si hay rotura de cañerías se llama a un fontanero,acaso el PP no tiene fontaneros?,sin duda que si,y algunos con condenas judiciales
Utopilitologo|@maqqabi #335 Cerrar @ Utopilitologo # 229 Rrecuerde que el prólogo y el capítulo del génesis de las cloacas del Estado lo firman Barrionuevo, Vera, Amedo y Domínguez. Nada, simplemente es para situarle de dónde arranca la historia del inframundo estatal. Ah, sí, lo mismo que la Biblia se la dictó Dios en persona a Moisés (según la más antigua tradición bíblico-judaica), hubo un ser superior, llamado X, que se la dictó a esos cuatro. Luego tenemos a los evangelistas del "cloaquismo" todos sabemos que han Sido Pérez Rubalcaba, Rodríguez Zapatero, Pepe Blanco y el nuevo aprendiz, Gracita Bolaños. Te lo has currado, ¿Con ilustraciones de Billy el niño y M.Rajoy?
AdPS|@masmas #297 Cerrar @ AdPS # 196 blablabla, pero no contestas a lo que pregunta el otro usuario, simplemente porque no lo sabes, criticáis porque lo ha dicho vuestro amo y no sabéis porque, lamentable Anda porras, pensaba que sólo eran siervos los entes como tú. Sí está respondida, lamento que tú no lo entiendas o ni lo intentes. ¡Que le vamos a hacer!
CharlieSheen|El PSOE ya ha demostrado que controla la justicia y puede indultar a quien quiera cómo con los corruptos de los Eres por ejemplo. También ha demostrado que controla la fiscalía para hacer lo que quiera cómo hizo con el fiscal general del estado para ir a por Ayuso. En los audios se demuestra que esta mujer del PSOE estaba trabajando en conseguir información que quería el gobierno para ir a por alguien, cómo ya lo ha hecho antes, y que a cambio la fiscalía daría indulto al empresario que le consiga la información. Y sale está y el PSOE a decir que iba por libre y que es una periodista de investigación para hacer un libro jajaja. Está todo bastante claro, sólo un anormal se creería la versión del PSOE.
albertgirona|Ésta no fue la que MANIPULÓ el VOTO por CORREO ? ? ?
Utopilitologo|@Manu-el #301 Cerrar Sánchez tiene la culpa que el diario EL MUNDO no me devuelva una suscrpcion.Estafadores e impresentables los de este periódico. Devolver importe de una suscripción Llevo 3 meses esperando. Que sepan los lectores de este periódico como tratan a sus suscriptores y lectores. ¡Que Sánchez le devuelva la suscripción de El Munfo a Manu! Que verguenza.
ADELE_|@albertgirona #322 Cerrar Buenas tardes... Estamos asistiendo a la Descomposición absoluta de un Gobierno absorbido por las Cloacas que montaron para desprestigiar a todo kiski ... Ni en las Peores Dictaduras del Mundo se han visto espectaculos Circenses, Esperpénticos y Turbios, como los que día si y día también, estamos contemplando... que tiren ya la cisterna del wáter, y se larguen todos, pandilla de impresentables Será "Alberto Gerona", digo yo. Indepes no.
Indawx|A esta mujer no se le cae la cara de vergüenza. A ver si sale todo, todo, pero todo.
AdPS|@masmas #299 Cerrar @ maaypi # 194 usted también erra erra el tiro, ya que si, Feijoo gano las ultimas, pero no tenia apoyos para gobernar, pero las anteriores las gano Sánchez, no es como usted indica Perdón, tampoco las ganó, le recuerdo que fué Ciudadanos. No tergiverse porque cuando hay gente más mayor y con mejor memoria ... le entiendo, a lo mejor ni si quiera estaba ud. terminando el instituto cuando esto ocurrió. No es no ¿le suena de algo?
Alain_Petit|@ADELE_ #329 Cerrar ÚLTIMA HORA El forero unoquepasTaba publica su nuevo libro, "Mi retraso extremo". De regalo, un pañal relleno de Nutella. Anímate, mujer. No seas amargada. Que esto se pone divertido..
tienesrazon|@Utopilitologo #287 Cerrar @ tienesmazon # 190 ...Oye, el libro gordo del Ppetete, con su temática de las cloacas de Génova, necesita una foto explícita, de lo soez y grosero. ¿Te parece bien una foto de tu calva? Gracias de antepie, Pelón. Uto, ¿alguna vez en la vida vas a decir algo coherente?, que no digo que no sea una tontería, pero al menos una tontería coherente, y no lo absurdo y ridículo que eres, que te lo está diciendo todo el foro, el ser más ridículo del foro, jaja, hasta la Paca puede que diga, pero qué hace este tío aquí, jajajaja.
alataquel|@ADELE_ #143 Cerrar @ no_estoy_de_acuerdo # 102 ¡Eso! ¿A quién le interesa que el paro haya bajado? Es un dato totalmente chavista. . Como siempre, y ante la falta de argumentos, por los "Cerros de Úbeda". ¿Cuentan los fijos discontinuos, los que enchufan y ni aparecen por el trabajo, etc, etc?. ¿Qué tal andamos de paro juvenil?. ¿Pobreza infantil?. ¿Poder adquisitivo?. ¿Sabes algo de la "fontanera"?. ¿Y de la bomba lapa?. ¡¡¡Madre mía qué vergüenza de gobierno tenemos!!!. ¡¡¡Qué imágen estamos dando al resto del Mundo!!!. Parece el "Camarote de los Hermanos Marxs", pero con corrupción incluida. Mic - mic.
LaManifestaciondelosgolpistas|Los fontaneros mediáticos del dúo neofascista pp-vox,siguen vomitando lodo contra Leire Díaz y el psoe. Escuché a esta señora y todo lo que dijo me pareció sensato. Ella hizo un pequeño resumen de las acciones de la "diabólica policía y guardia civil patriotica" contra los rivales políticos del putrefacto pp-vox. En ese contexto explicó las grabaciones manipuladas del confidencial del lodo y otros medios integrantes de la maquinaria del fango. El único partido en democracia que creó una policía patriótica,cloacas y dossieres secretos fue el pp.
AdPS|@masmas #292 Cerrar @ marcameron # 203 no te enteras cuñao, si estaba previsto que le pudieran preguntar, pero Aldama ha cortado la declaración Claro, claro, todas sabemos que cuando recogemos el bolso es porque queremos seguir manteniendo la conversación (si la hubiere) o permanecer en el mismo sitio. No es el gesto más típico que se hace para marcharse, por eso no le han podido preguntar los periodistas, porque cuando Aldama ha intervenido ella sólo había recogido el bolso en señal de protesta jajajajajaj. Madre mía, cuando crío hay por aquí suelto hoy, ¿y para esto habréis estudiado y todo?
Naike|Siguen hundiéndose en sus propias heces. Y se aplauden.
ADELE_|@WILLY_NILLY #313 Cerrar @ ADELE_ # 159 Anda!! Otra vez sin hacer los deberes, Adelita??? Ayer te dije que escribieras en la pizarra :Mazón, Mazón, Mazón,Mazón, Mazón, Mazón,Mazón, Mazón, Mazón,Mazón, Mazón, Mazón, Mazón, Mazón, Mazón...Sigues sin aprender nada, MAL, muy mal Adelita,muy mal... Sí, los dulces muertitos de Mazón, ya lo sé, mi vida. Espera que te limpio la babita que te cuelga, hala ya está, mira qué guapa. Es Pilly Milly, señores.
ADELE_|@Srama #317 Cerrar Cada vez veo más incompatible mi vida en España con la presencia de un partido tan sucio y corrosivo como el Psoe. Harto de sus mentiras, manipulación, culto al caudillo, desprecio a los ciudadanos, incumplimientos legales, agresión a la justicia, corrupción a raudales.... Pues vete a Argentina con el zumbado de la motosierra, no sé.
ADELE_|@Fasfas #337 Cerrar El gobierno no para de cruzar líneas rojas. Lo de la fontanera buscando trapos sucios. Ayer otra línea roja nueva, al negarse formalmente a rectificar el bulo, la falsedad, la falacia, la mentira difundida por tres ministros de que el capitán Bonilla había amenazado con poner una bomba lapa al presidente. Es intolerable. Y para colmo ayer volvió a bajar el paro. Como sigamos así Sánchez hunde el país. Necesitamos un nuevo líder, eficaz y varonil, como Mazón. Me alucina su gestión.
ErPere|Lo que tendrían es que echarla de Correos, que está ahí cobrando un sueldo de directivo de esos que da el PSOE tan felizmente, a no... que si la echan de correos seguro que canta, vergüenza de partido.
1Europeo|La Mafia nunca se acusa ni se delata ni se pasan al lado bueno. Aguantan el chaparrón porque saben que con el tiempo tendrán su recompensa. Han llegado a un acuerdo y ya, si eso, hablamos de lo tuyo.
Stoppinochos|De todo el gobierno, PSOE y afines el que mayor credibilidad tiene actualmente es Victor de Aldama , todo lo que él explicó se va cumpliendo, sin embargo lo que explica el gobierno y portavoces ocurre todo lo contrario, se está demostrando que mienten.
Fasfas|El gobierno no para de cruzar líneas rojas. Lo de la fontanera buscando trapos sucios. Ayer otra línea roja nueva, al negarse formalmente a rectificar el bulo, la falsedad, la falacia, la mentira difundida por tres ministros de que el capitán Bonilla había amenazado con poner una bomba lapa al presidente. Es intolerable.
ADELE_|@tienesrazon #326 Cerrar ¿Pero creéis que es normal que el felón esté huido desde ni se sabe cuantos días con el circo mundial que hay montado en España para tapar su corrupción?. Increíble, más indecente es imposible ser, normal que hasta Page pida elecciones generales. No hombre, lo normal es que seis meses después Mazón todavía no se haya reunido con las víctimas de la Dana. El PP asesina y después amordaza.
maqqabi|@Utopilitologo #229 Cerrar "El Libro gordo del Ppetete" Un romance desde las cloacas de Génova. Prólogo de Marcial Dorado. Editorial Barcenas. Número 1 en ventas. Rrecuerde que el prólogo y el capítulo del génesis de las cloacas del Estado lo firman Barrionuevo, Vera, Amedo y Domínguez. Nada, simplemente es para situarle de dónde arranca la historia del inframundo estatal. Ah, sí, lo mismo que la Biblia se la dictó Dios en persona a Moisés (según la más antigua tradición bíblico-judaica), hubo un ser superior, llamado X, que se la dictó a esos cuatro. Luego tenemos a los evangelistas del "cloaquismo" todos sabemos que han Sido Pérez Rubalcaba, Rodríguez Zapatero, Pepe Blanco y el nuevo aprendiz, Gracita Bolaños.
Lhalo|Esto si es FANGO enbesrado puro, del Gobierno y del PSOE.
ErPere|@masmas #320 Cerrar @ andres72 # 176 siente pena por tu mismo que crees las mentiras que suelta Aldama con tal de librarse de la cárcel solo porque vienen bien a los de tu cuerda Ya te digo que eso no funciona así, tu puedes confesar lo que quieras, pero si no demuestras con pruebas lo que estás diciendo, no hay trato con la fiscalía. Ya han salido mil cosas, quien sabe si Aldama ha colaborado para que salgan esas cosas, ya el PSOE intentó desacreditar a este individuo con lo de la TIA y el colega ni corto ni perezoso enseño sus fotos reunido con agentes del FBI... Los fiscales no son tontos, si han hecho un trato con Aldama es porque pueden conseguir encarcelar a muchos otros chorizos, yo estoy a favor de eso y tu?
EL_AVISPERO|Sigue habiendo borregos votando al PPSOE, Rajoy nos metió en este lío y Sánchez lo está rematando, pero a los peperos se les acaba de ocurrir que lo mejor es que esto lo arregle otro Rajoy ahora llamado Feijoo y después vendrá otro socialista peor que Sánchez y Zapatero, esto es como el día de la marmota y yo con 30 años pensando en largarme de este país porque tengo claro que no voy a estar 50 años pagando una hipoteca y todavía ahorrando para la entrada.
alataquel|@ADELE_ #152 Cerrar @ AdPS # 107 Pues si me la cierran me abriré otra. Pero conseguirá así usted que los franquistas de Vox entren en el gobierno, o que el inútil de Feijóo gane unas elecciones? Eh, no. Escúcheme: no. Otra vez, para dejarlo claro: que no. . Como siempre y ante la falta de argumentos, mintiendo y por los "Cerros de Úbeda", en lo que respecta a la noticia de que se trata. El que tiene que ganar alguna vez unas elecciones, es Narciso. Así por lo menos y para ser presidente, no se tendría que juntar con los asesinos de sus "compañeros" de partido y más de ochocientas personas. Más los miles de millones de euros que está costando a los trabajadores españoles vía impuestos para que Narciso pueda asegurarse la presidencia. PP 137 escaños psoe 121. ¿Quién ganó las elecciones Clo -Ti?. Ahora va Leire, la "fontanera", y se da de baja del psoe, Gallardo, el presidente de la Diputación de Badajoz, o sea, el que colocó al hermano de Narciso se afora......¿Por qué será?. El psoe está de mird hasta la coronilla. ¡ Viva la regeneración democrática!. Mic - mic.
tienesrazon|@masmas #292 Cerrar @ marcameron # 203 no te enteras cuñao, si estaba previsto que le pudieran preguntar, pero Aldama ha cortado la declaración Halaaaaaa, jajajaja, pero que pedazo de mentiroso eres, jope con los rojos, mentís más que respiráis, era una rueda de prensa sin preguntas, una declaración y punto. ¿Pero por qué mentís tanto tío?, increíble.
ADELE_|ÚLTIMA HORA El forero unoquepasTaba publica su nuevo libro, "Mi retraso extremo". De regalo, un pañal relleno de Nutella.
arknoval|Cuando el Gobierno de España se convierte en una pandilla de macarras padan estas cosas.
ADELE_|@AdPS #291 Cerrar Encuesta de La Razón a los votantes socialistas ... 1/3 de los votantes consideran que el PSOE está detrás de Leyre Díez (2,6 mill votos); el 46% creen que SI se está intentando desacreditar a la UCO (3,6 mill); el 50% considera que el PSOE no está gestionando bien los casos que están saliendo de corrupción (3,9 mill); el 37% piensa que en España hay mayor INSEGURIDAD (3 mill); el 45% opina que los servicios públicos van a peor (3,5 mill) y siguiendo para bingo ... el 82% está convencido de que el tema de la vivienda no mejorará (¡6,4 mill!). Y sreá imposible que esto mejore porque ni nos metemos con las encuestas de valoración de los candidatos/ministros a las autonómicas que ya es para llorar. ¿Seguro que el votante socialista está conforme con el Sr. Sánchez? Porque creo que la abstención al voto al PSOE en las próximas elecciones será apabullante. Encuesta de El Mundo: un 99% de sus lectores piensan que Mazón ahogó erótico y lamentan mucho no haber estado en Valencia aquel día. Morir por el Partido Popular, qué gozada.
tienesrazon|¿Pero creéis que es normal que el felón esté huido desde ni se sabe cuantos días con el circo mundial que hay montado en España para tapar su corrupción?. Increíble, más indecente es imposible ser, normal que hasta Page pida elecciones generales.
Lipglosmulticolor_|El PSOE sanchista y su cambio hacia una mejor democracia y progresista, como así lo disfraza en su relato Sánchez, un gobierno, cuya forma de comportarse y lo llama gobernar y democracia, y que no es ni debería ser s socialmente aceptada por lo que estamos viviendo y cuya perversión política va mucho más allá que la corrupción institutonacionalizada.
ADELE_|@AdPS #294 Cerrar @ ADELE_ # 231 Si, y hay un okupa en Moncloa que está pagada con el dinero de los contribuyentes. mismos delincuentes Vale, pero deje de llamar a Tejero "Mi erótico novio". Intente ser mas demócrata.
masmas|@JohnM #174 Cerrar El PSOE toma a los ciudadanos por idiotas. Normal, porque está acostumbrado a dirigirse a sus votantes. que va, sus votantes les castigan y cambian el voto, los idiotas son los del PP que les votan hagan lo que hagan, hasta cuando los pillan con las manos en la masa repartiendo sobres de dinero
albertgirona|Buenas tardes... Estamos asistiendo a la Descomposición absoluta de un Gobierno absorbido por las Cloacas que montaron para desprestigiar a todo kiski ... Ni en las Peores Dictaduras del Mundo se han visto espectaculos Circenses, Esperpénticos y Turbios, como los que día si y día también, estamos contemplando... que tiren ya la cisterna del wáter, y se larguen todos, pandilla de impresentables
ADELE_|@Viano43 #295 Cerrar @ ADELE_ # 231 cuando nos vais a invitar a una habitación en teruel pagada con dinero público??? Ah que eso solo lo hacen los rojos con dinero público Y cuándo nos van a ahogar? Ah que eso solo lo hace el PP en Valencia, menos mal.
masmas|@andres72 #176 Cerrar Vivimos en un país donde Aldama tiene mas credibilidad que Sanchez, Ortiz (fiscal general) o Pumpido (presidente del Tribunal Constitucional). Siento verguenza de mi Gobierno, y siento verguenza de la parte de mi país que lo apoya. siente pena por tu mismo que crees las mentiras que suelta Aldama con tal de librarse de la cárcel solo porque vienen bien a los de tu cuerda
masmas|@jrafael #180 Cerrar Alguna vez los socialistas responden a las preguntas que se les formulan, nunca responden, siempre se van por los cerros de Úbeda. que preguntas?, que no han respondido?, como os gusta inventaros bulos
masmas|@JohnGallagher #182 Cerrar Señores del ejército. Es ahora o nunca. Es el momento. Ustedes tienen armamento, munición, y disciplina militar. Pongan orden. Hagan limpieza. No miren atrás. empezarían con gente como usted
Srama|Cada vez veo más incompatible mi vida en España con la presencia de un partido tan sucio y corrosivo como el Psoe. Harto de sus mentiras, manipulación, culto al caudillo, desprecio a los ciudadanos, incumplimientos legales, agresión a la justicia, corrupción a raudales....
Manu-el|4 meses esperando que estos sinvergüenzas de este diario me devuelvan una suscripción cobrada ilegalmente y sin avisar. Espero que perdáis muchos suscriptores por la forma que actuais y la desconsideracion que tenéis por los suscriptores.
Manu-el|4 meses esperando que estos sinvergüenzas de este diario me devuelvan una suscripción cobrada ilegalmente y sin avisar. Espero que perdáis muchos suscriptores por la forma que actuais y la desconsideracion que tenéis por los suscriptores.
masmas|@tienesrazon #190 Cerrar @ andres72 # 176 Lo has clavado y es que es una realidad tangible. Recuerdo que cuando empezó lo de Aldama, cuando salió de la cárcel me refiero, que hicieron varias encuestas y casi el 80% creían a Aldama antes que a Sánchez, incluidos por supuesto muchos votantes del PSOE. Si hicieran ahora una encuesta seguro que ese porcentaje ha aumentado. El problema es que a muchos de los que saben que Sánchez miente no les importa, por ejemplo a los foreros rojos de aquí. así nos va, le dais credibilidad a un chorizo que acabara en la cárcel solo por interés para criticar al gobierno que no es de vuestra cuerda, lamentable
WILLY_NILLY|@ADELE_ #159 Cerrar @ WILLY_NILLY # 121 Bueno, y seis meses después Mazón todavía no se ha reunido con los familiares de sus 228 víctimas. Oye, él a su ritmo, no lo agobies. Anda!! Otra vez sin hacer los deberes, Adelita??? Ayer te dije que escribieras en la pizarra :Mazón, Mazón, Mazón,Mazón, Mazón, Mazón,Mazón, Mazón, Mazón,Mazón, Mazón, Mazón, Mazón, Mazón, Mazón...Sigues sin aprender nada, MAL, muy mal Adelita,muy mal...
masmas|@Adelita_rada #192 Cerrar Ah bueno. Pues asunto zanjado, no? Si lo dice ella y su sanchidad dice que no la conoce, pues nada, habra que creerles. tienes pruebas de lo contrario?
andres72|@ADELE_ #231 Cerrar @ Zark_7 # 228 ¡Desde luego! Lo lógico sería votar al PP, el partido cuya sede está pagada con dinero negro. Ya lo dijo el demócrata Vargas Llosa, se vota mal. Es Ferraz a donde llevan dinero negro, de 90.000 en 90.000 por lo visto. Y eso sin contar el dinero de los traficantes de droga libaneses a los que ayudan desde el PSOE canario.
AdPS|@Segistobre #233 Cerrar El gran momento del trimestre será ver a Feijóo abrazando al Sobremesas Mazón el domingo en la concentración PPera. Pues haz una foto con la captura de pantalla y te la pones con un marco en tu mesilla de noche ... vaya manera de defender algo tan absurda que tienes hijo
ErPere|@tienesrazon #208 Cerrar @ jrafael # 180 Tienes toda la razón, habría que legislar para obligar a los políticos a responder sobre lo que les preguntan y si no sanción, pero sanciones muy duras, primero económicas, después administrativas y finalmente penales si reincidían. Que mientan lo que quieran, pero si les preguntan por manzanas responden por las manzanas, si por peras responden por las peras. Y éso tanto en el Congreso ante los diputados como en las ruedas de prensa en el Congreso ante los periodistas. Ya está bien de la falta de respeto a todos los españoles, porque es a todos, que somos los que escuchamos y tenemos derecho a saber, no es solo a periodistas y diputados. No entiendo como alguien te ha puesto un negativo por decir esto... De verdad es que no quieren democracia, están tan adoctrinados que por defender al Autócrata ya ni quieren oir explicaciones de los políticos.
river|Si es tan inocente de las acusaciones ¿Porqué dimite como militantes? La credibilidad de esta señora actualmente es cero patatero, ya puede decir lo que le dé la gana.
